"time_index","target"
"2011-01-02",0.088093
"2011-01-03",-0.000230000000000008
"2011-01-04",-0.088013
"2011-01-05",0.026604
"2011-01-06",-0.0973348
"2011-01-07",0.0791608
"2011-01-08",0.098078
"2011-01-09",0.095146
"2011-01-10",-0.138683
"2011-01-11",-0.101135
"2011-01-12",0.182495
"2011-01-13",-0.00362699999999999
"2011-01-14",-0.174452
"2011-01-15",0.031415
"2011-01-16",0.03047
"2011-01-17",0.00558400000000001
"2011-01-18",-0.047242
"2011-01-19",0.061542
"2011-01-20",-0.012413
"2011-01-21",0.157338
"2011-01-22",-0.181272
"2011-01-23",0.07463
"2011-01-24",-0.08827
"2011-01-25",-0.028534
"2011-01-26",0.164054
"2011-01-27",-0.180013
"2011-01-28",0.00946300000000001
"2011-01-29",0.022065
"2011-01-30",-0.0713824
"2011-01-31",0.1132094
"2011-02-01",-0.133979
"2011-02-02",0.211095
"2011-02-03",0.013444
"2011-02-04",-0.149913
"2011-02-05",0.03324
"2011-02-06",-0.019279
"2011-02-07",-0.0963917
"2011-02-08",0.3165417
"2011-02-09",-0.173111
"2011-02-10",0.033096
"2011-02-11",-0.113385
"2011-02-12",0.094817
"2011-02-13",0.057516
"2011-02-14",0.157025
"2011-02-15",-0.126534
"2011-02-16",-0.039583
"2011-02-17",-0.021687
"2011-02-18",0.034821
"2011-02-19",0.242538
"2011-02-20",-0.284228
"2011-02-21",0.084611
"2011-02-22",-0.112163
"2011-02-23",-0.10157
"2011-02-24",0.156383
"2011-02-25",0.096043
"2011-02-26",-0.159968
"2011-02-27",-0.061323
"2011-02-28",0.164438
"2011-03-01",-0.073261
"2011-03-02",0.091408
"2011-03-03",-0.082079
"2011-03-04",-0.022408
"2011-03-05",0.048525
"2011-03-06",0.091416
"2011-03-07",-0.00193500000000002
"2011-03-08",-0.220702
"2011-03-09",0.0995
"2011-03-10",0.041727
"2011-03-11",-0.028907
"2011-03-12",-0.012195
"2011-03-13",0.049829
"2011-03-14",-0.133678
"2011-03-15",0.047383
"2011-03-16",0.018808
"2011-03-17",0.006462
"2011-03-18",0.021438
"2011-03-19",0.13715
"2011-03-20",-0.160446
"2011-03-21",0.081062
"2011-03-22",-0.063033
"2011-03-23",0.00851099999999999
"2011-03-24",0.00952600000000001
"2011-03-25",-0.013062
"2011-03-26",-0.021154
"2011-03-27",-0.025271
"2011-03-28",0.027904
"2011-03-29",0.014792
"2011-03-30",-0.054108
"2011-03-31",0.044758
"2011-04-01",0.041062
"2011-04-02",-0.061562
"2011-04-03",-0.014933
"2011-04-04",0.203358
"2011-04-05",0.002496
"2011-04-06",-0.125004
"2011-04-07",-0.100751
"2011-04-08",0.06468
"2011-04-09",-0.093909
"2011-04-10",0.013684
"2011-04-11",0.177707
"2011-04-12",-0.049595
"2011-04-13",-0.024262
"2011-04-14",-0.139917
"2011-04-15",0.115675
"2011-04-16",0.114433
"2011-04-17",-0.037312
"2011-04-18",-0.139929
"2011-04-19",-0.00559599999999999
"2011-04-20",0.083954
"2011-04-21",0.083333
"2011-04-22",-0.105737
"2011-04-23",0.011204
"2011-04-24",-0.03855
"2011-04-25",-0.00684200000000001
"2011-04-26",0.141167
"2011-04-27",-0.0143
"2011-04-28",0.00870800000000005
"2011-04-29",-0.080845
"2011-04-30",-0.00498799999999999
"2011-05-01",-0.128721
"2011-05-02",0.0771
"2011-05-03",0.159213
"2011-05-04",-0.013671
"2011-05-05",-0.033604
"2011-05-06",-0.067146
"2011-05-07",-0.067796
"2011-05-08",-0.0858125
"2011-05-09",0.1013625
"2011-05-10",-0.060329
"2011-05-11",0.004971
"2011-05-12",0.069025
"2011-05-13",-0.00994200000000001
"2011-05-14",-0.044775
"2011-05-15",0.018029
"2011-05-16",-0.026108
"2011-05-17",0.150483
"2011-05-18",-0.075862
"2011-05-19",-0.093279
"2011-05-20",0.0168
"2011-05-21",-0.00436300000000002
"2011-05-22",0.027358
"2011-05-23",0.085834
"2011-05-24",-0.02675
"2011-05-25",-0.052859
"2011-05-26",0.045409
"2011-05-27",0.041037
"2011-05-28",-0.010587
"2011-05-29",-0.016154
"2011-05-30",-0.082713
"2011-05-31",-0.019896
"2011-06-01",0.095763
"2011-06-02",0.085195
"2011-06-03",-0.039166
"2011-06-04",-0.129979
"2011-06-05",0.01555
"2011-06-06",-0.016796
"2011-06-07",0.065912
"2011-06-08",-0.050991
"2011-06-09",0.013066
"2011-06-10",-0.00932899999999998
"2011-06-11",0.014296
"2011-06-12",0.008717
"2011-06-13",0.141783
"2011-06-14",-0.036067
"2011-06-15",-0.101371
"2011-06-16",0.038559
"2011-06-17",-0.063442
"2011-06-18",-0.023621
"2011-06-19",-0.017408
"2011-06-20",0.053475
"2011-06-21",0.01555
"2011-06-22",0.00123699999999999
"2011-06-23",0.066542
"2011-06-24",-0.016779
"2011-06-25",-0.012454
"2011-06-26",-0.1150377
"2011-06-27",0.0130547
"2011-06-28",0.036695
"2011-06-29",0.117538
"2011-06-30",-0.076509
"2011-07-01",-0.082704
"2011-07-02",0.012454
"2011-07-03",0.113796
"2011-07-04",-0.1473788
"2011-07-05",0.0447788
"2011-07-06",0.023625
"2011-07-07",0.00931700000000002
"2011-07-08",0.065929
"2011-07-09",-0.057217
"2011-07-10",0.015559
"2011-07-11",0.098866
"2011-07-12",-0.082083
"2011-07-13",-0.054121
"2011-07-14",0.094534
"2011-07-15",-0.057834
"2011-07-16",0.025509
"2011-07-17",0.036691
"2011-07-18",-0.029229
"2011-07-19",-0.085204
"2011-07-20",-0.016783
"2011-07-21",0.108204
"2011-07-22",-0.088921
"2011-07-23",-0.00187899999999999
"2011-07-24",0.03795
"2011-07-25",-0.0783627
"2011-07-26",0.1094497
"2011-07-27",-0.016795
"2011-07-28",-0.00498399999999999
"2011-07-29",-0.00434100000000001
"2011-07-30",-0.005601
"2011-07-31",-0.003724
"2011-08-01",-0.00809599999999999
"2011-08-02",0.049133
"2011-08-03",-0.070267
"2011-08-04",0.061567
"2011-08-05",-0.012454
"2011-08-06",0.043554
"2011-08-07",-0.026763
"2011-08-08",-0.00931199999999999
"2011-08-09",-0.041054
"2011-08-10",0.049137
"2011-08-11",-0.035462
"2011-08-12",-0.039175
"2011-08-13",0.085833
"2011-08-14",0.011179
"2011-08-15",-0.013679
"2011-08-16",0.027375
"2011-08-17",-0.092662
"2011-08-18",0.089541
"2011-08-19",-0.0939
"2011-08-20",-0.034841
"2011-08-21",0.144287
"2011-08-22",0.027996
"2011-08-23",-0.129987
"2011-08-24",0.106345
"2011-08-25",-0.042275
"2011-08-26",-0.1268705
"2011-08-27",0.2916545
"2011-08-28",-0.070958
"2011-08-29",-0.144834
"2011-08-30",-0.034817
"2011-08-31",-0.0416747
"2011-09-01",0.0584627
"2011-09-02",-0.00186700000000001
"2011-09-03",0.045396
"2011-09-04",0.021142
"2011-09-05",0.00622899999999998
"2011-09-06",0.131247
"2011-09-07",-0.2469222
"2011-09-08",0.0957272
"2011-09-09",-0.068369
"2011-09-10",0.029229
"2011-09-11",-0.038554
"2011-09-12",-0.026141
"2011-09-13",0.052891
"2011-09-14",0.025496
"2011-09-15",0.103846
"2011-09-16",-0.106963
"2011-09-17",0.025492
"2011-09-18",-0.011192
"2011-09-19",-0.026741
"2011-09-20",-0.016788
"2011-09-21",-0.0385498
"2011-09-22",0.0317208
"2011-09-23",-0.0497583
"2011-09-24",1.66000000000055e-05
"2011-09-25",-0.0280041
"2011-09-26",0.0603208
"2011-09-27",0.00747099999999999
"2011-09-28",0.030458
"2011-09-29",0.024254
"2011-09-30",0.033592
"2011-10-01",0.085821
"2011-10-02",-0.070283
"2011-10-03",-0.1386672
"2011-10-04",0.1225082
"2011-10-05",-0.028604
"2011-10-06",-0.042296
"2011-10-07",-0.1125623
"2011-10-08",0.0230125
"2011-10-09",0.0180458
"2011-10-10",-0.0211458
"2011-10-11",0.1007378
"2011-10-12",0.105108
"2011-10-13",-0.106363
"2011-10-14",0.082096
"2011-10-15",0.0342
"2011-10-16",0.023634
"2011-10-17",-0.106338
"2011-10-18",-0.065292
"2011-10-19",0.133252
"2011-10-20",0.178936
"2011-10-21",-0.200879
"2011-10-22",-0.1287293
"2011-10-23",0.0068458
"2011-10-24",0.0192795
"2011-10-25",0.047866
"2011-10-26",-0.018016
"2011-10-27",0.049121
"2011-10-28",0.031716
"2011-10-29",0.121892
"2011-10-30",-0.174754
"2011-10-31",-0.070267
"2011-11-01",0.029221
"2011-11-02",-0.0534793
"2011-11-03",0.0547253
"2011-11-04",0.134962
"2011-11-05",-0.082717
"2011-11-06",-0.0970078
"2011-11-07",-0.0348292
"2011-11-08",0.0118125
"2011-11-09",-0.0068417
"2011-11-10",0.1268712
"2011-11-11",0.125608
"2011-11-12",-0.102613
"2011-11-13",0.069659
"2011-11-14",0.024875
"2011-11-15",-0.106963
"2011-11-16",-0.062804
"2011-11-17",0.168533
"2011-11-18",-0.136829
"2011-11-19",0.055963
"2011-11-20",-0.038546
"2011-11-21",-0.047896
"2011-11-22",-0.019262
"2011-11-23",0.217033
"2011-11-24",-0.168521
"2011-11-25",-0.0684082
"2011-11-26",-0.030475
"2011-11-27",0.1405332
"2011-11-28",-0.066832
"2011-11-29",0.11597
"2011-11-30",0.013066
"2011-12-01",-0.051
"2011-12-02",-0.119404
"2011-12-03",-0.00497069999999999
"2011-12-04",-0.011825
"2011-12-05",-0.02175
"2011-12-06",0.1703747
"2011-12-07",0.033592
"2011-12-08",-0.026117
"2011-12-09",-0.1573413
"2011-12-10",0.1505043
"2011-12-11",-0.1666793
"2011-12-12",-0.00309169999999999
"2011-12-13",0.0771
"2011-12-14",-0.0795917
"2011-12-15",0.2070837
"2011-12-16",-0.007467
"2011-12-17",-0.017408
"2011-12-18",-0.073388
"2011-12-19",0.00311699999999998
"2011-12-20",-0.1113252
"2011-12-21",0.1598292
"2011-12-22",-0.174125
"2011-12-23",0.226971
"2011-12-24",-0.083942
"2011-12-25",-0.035213
"2011-12-26",0.084374
"2011-12-27",-0.051015
"2011-12-28",0.105511
"2011-12-29",-0.174549
"2011-12-30",0.014925
"2011-12-31",0.085817
"2012-01-01",-0.027987
"2012-01-02",0.137498
"2012-01-03",0.036006
"2012-01-04",-0.180971
"2012-01-05",-0.054713
"2012-01-06",0.037921
"2012-01-07",0.00685
"2012-01-08",0.016784
"2012-01-09",-0.092642
"2012-01-10",0.088652
"2012-01-11",-0.056331
"2012-01-12",0.049746
"2012-01-13",0.197141
"2012-01-14",-0.190925
"2012-01-15",0.064075
"2012-01-16",-0.0199
"2012-01-17",0.117772
"2012-01-18",0.066299
"2012-01-19",-0.195271
"2012-01-20",-0.017408
"2012-01-21",0.019892
"2012-01-22",-0.023004
"2012-01-23",-0.08893
"2012-01-24",0.013059
"2012-01-25",0.037304
"2012-01-26",-0.0876752
"2012-01-27",0.2692712
"2012-01-28",-0.131838
"2012-01-29",0.029221
"2012-01-30",-0.024258
"2012-01-31",0.046025
"2012-02-01",-0.07275
"2012-02-02",-0.00188000000000002
"2012-02-03",-0.008691
"2012-02-04",-0.0566
"2012-02-05",0.0541
"2012-02-06",-0.022196
"2012-02-07",-0.00642099999999998
"2012-02-08",-0.013658
"2012-02-09",0.060316
"2012-02-10",-0.077108
"2012-02-11",0.172867
"2012-02-12",0.119416
"2012-02-13",-0.241929
"2012-02-14",-0.026104
"2012-02-15",0.040421
"2012-02-16",-0.090175
"2012-02-17",0.114421
"2012-02-18",-0.014917
"2012-02-19",0.062183
"2012-02-20",-0.024029
"2012-02-21",-0.023366
"2012-02-22",0.028754
"2012-02-23",-0.043558
"2012-02-24",0.046654
"2012-02-25",0.184075
"2012-02-26",-0.216413
"2012-02-27",0.062804
"2012-02-28",-0.074616
"2012-02-29",-0.0143
"2012-03-01",0.04787
