"time_index","target"
"2009-01-05",0.002193419
"2009-01-06",0.008455341
"2009-01-07",-0.017833062
"2009-01-08",-0.011726277
"2009-01-09",-0.019872754
"2009-01-12",-0.013525735
"2009-01-13",-0.017673622
"2009-01-14",-0.047383437
"2009-01-15",-0.019550621
"2009-01-16",0.00679078
"2009-01-19",-0.011549904
"2009-01-20",-0.017833593
"2009-01-21",0.005011186
"2009-01-22",-0.009841399
"2009-01-23",-0.009640052
"2009-01-26",0.034786791
"2009-01-27",-0.000797661
"2009-01-28",0.044182012
"2009-01-29",-0.020255911
"2009-01-30",-0.020478765
"2009-02-02",-0.015636734
"2009-02-03",0.02404002
"2009-02-04",0.026576513
"2009-02-05",0.003931905
"2009-02-06",0.029305918
"2009-02-09",0.004766184
"2009-02-10",-0.035170147
"2009-02-11",0.005434056
"2009-02-12",-0.027420558
"2009-02-13",0.001321853
"2009-02-16",-0.045613986
"2009-02-17",0
"2009-02-18",-0.002764335
"2009-02-19",0.002434631
"2009-02-20",-0.048746751
"2009-02-23",-0.019673359
"2009-02-24",-0.010393087
"2009-02-25",-0.012797967
"2009-02-26",0.024757229
"2009-02-27",-0.025399626
"2009-03-02",-0.035395107
"2009-03-03",-0.005229183
"2009-03-04",0.052829213
"2009-03-05",-0.051537616
"2009-03-06",-0.007900176
"2009-03-09",0.006963461
"2009-03-10",0.051456064
"2009-03-11",0.006952911
"2009-03-12",0.010703606
"2009-03-13",-0.000662468
"2009-03-16",0.022741267
"2009-03-17",-0.014135646
"2009-03-18",0.00214176
"2009-03-19",0.011726823
"2009-03-20",0.006232608
"2009-03-23",0.026109079
"2009-03-24",0.002628016
"2009-03-25",0.008543981
"2009-03-26",0.008506817
"2009-03-27",-0.013191856
"2009-03-30",-0.052331177
"2009-03-31",0.023664745
"2009-04-01",0.011273478
"2009-04-02",0.058950531
"2009-04-03",0.000700361
"2009-04-06",-0.008055179
"2009-04-07",-0.006298227
"2009-04-08",0.008160941
"2009-04-09",0.030107235
"2009-04-10",0
"2009-04-13",0
"2009-04-14",0.014564593
"2009-04-15",-0.001585629
"2009-04-16",0.013029635
"2009-04-17",0.014511955
"2009-04-20",-0.04159436
"2009-04-21",0.003411245
"2009-04-22",0.02040297
"2009-04-24",0.017241174
"2009-04-27",0.004216312
"2009-04-28",-0.018631963
"2009-04-29",0.020864204
"2009-04-30",0.013698743
"2009-05-04",0.027504086
"2009-05-05",-0.010131828
"2009-05-06",0.005687449
"2009-05-07",-0.015820981
"2009-05-08",0.022598204
"2009-05-11",-0.009608685
"2009-05-12",-0.00263347
"2009-05-13",-0.026405979
"2009-05-14",0.002294509
"2009-05-15",-0.000204728
"2009-05-18",0.023873177
"2009-05-20",0.037812995
"2009-05-21",-0.027823812
"2009-05-22",0.003682503
"2009-05-25",-6.1e-05
"2009-05-26",0.013560317
"2009-05-27",0.003038143
"2009-05-28",-0.013668905
"2009-05-29",0.001608313
"2009-06-01",0.040019701
"2009-06-02",0.000291641
"2009-06-03",-0.01755778
"2009-06-04",0.002029779
"2009-06-05",0.002411795
"2009-06-08",-0.014344978
"2009-06-09",-0.001371646
"2009-06-10",0.010612059
"2009-06-11",0.011041178
"2009-06-12",-0.007472152
"2009-06-15",-0.036010872
"2009-06-16",0.000159498
"2009-06-17",-0.018727781
"2009-06-18",0.007782173
"2009-06-19",0.00040922
"2009-06-22",-0.030645878
"2009-06-23",0.002925363
"2009-06-24",0.027007371
"2009-06-25",-0.007357423
"2009-06-26",-0.005030798
"2009-06-29",0.022485929
"2009-06-30",-0.015773409
"2009-07-01",0.019930494
"2009-07-02",-0.03885596
"2009-07-03",-0.00218104
"2009-07-06",-0.012049252
"2009-07-07",-0.011595793
"2009-07-08",-0.005569842
"2009-07-09",0.012479081
"2009-07-10",-0.01167899
"2009-07-13",0.031411443
"2009-07-14",0.012489601
"2009-07-15",0.030228467
"2009-07-16",0.00581654
"2009-07-17",0.004269506
"2009-07-20",0.01034125
"2009-07-21",0.012607683
"2009-07-22",0.005401593
"2009-07-23",0.024250767
"2009-07-24",-0.003420947
"2009-07-27",0.004234371
"2009-07-28",-0.014734175
"2009-07-29",0.018301985
"2009-07-30",0.01699602
"2009-07-31",-0.005334443
"2009-08-03",0.017606197
"2009-08-04",-0.001813006
"2009-08-05",-0.011886829
"2009-08-06",0.003165165
"2009-08-07",0.016434111
"2009-08-10",-0.007509404
"2009-08-11",-0.02472302
"2009-08-12",0.012087512
"2009-08-13",0.009491105
"2009-08-14",-0.017180275
"2009-08-17",-0.02045602
"2009-08-18",0.009400826
"2009-08-19",-0.003579228
"2009-08-20",0.015001647
"2009-08-21",0.028159057
"2009-08-24",0.010382074
"2009-08-25",0.006742021
"2009-08-26",-0.006339909
"2009-08-27",-0.009395737
"2009-08-28",0.008558729
"2009-08-31",-0.010807922
"2009-09-01",-0.024247085
"2009-09-02",-0.001399438
"2009-09-03",-0.003468519
"2009-09-04",0.015536746
"2009-09-07",0.014579985
"2009-09-08",0.003329304
"2009-09-09",0.016738829
"2009-09-10",0.00367266
"2009-09-11",0.005214478
"2009-09-14",-0.000672343
"2009-09-15",0.001553886
"2009-09-16",0.012583534
"2009-09-17",0.005402676
"2009-09-18",-0.004776585
"2009-09-23",-0.00031212
"2009-09-24",-0.017129237
"2009-09-25",-0.00425509
"2009-09-28",0.027374714
"2009-09-29",-0.00398085
"2009-09-30",-0.006736539
"2009-10-01",-0.021481345
"2009-10-02",-0.015722781
"2009-10-05",0.007461259
"2009-10-06",0.026650954
"2009-10-07",-0.002989809
"2009-10-08",0.013346692
"2009-10-09",-0.000815511
"2009-10-12",0.012414134
"2009-10-13",-0.011988795
"2009-10-14",0.024175548
"2009-10-15",-0.004000036
"2009-10-16",-0.015099439
"2009-10-19",0.018829544
"2009-10-20",-0.006994001
"2009-10-21",0.003730277
"2009-10-22",-0.012169423
"2009-10-23",-0.003943263
"2009-10-26",-0.017235792
"2009-10-27",-0.001266274
"2009-10-28",-0.024931016
"2009-10-30",-0.014904187
"2009-11-02",0.002924642
"2009-11-03",-0.014367602
"2009-11-04",0.016833799
"2009-11-05",0.006716638
"2009-11-06",0.001336473
"2009-11-09",0.023672397
"2009-11-10",-0.001160874
"2009-11-11",0.009777103
"2009-11-12",-0.000774776
"2009-11-13",0.004029681
"2009-11-16",0.020535632
"2009-11-17",-0.004556587
"2009-11-18",0.001587406
"2009-11-19",-0.014870868
"2009-11-20",-0.006868283
