"time_index","target"
"2011-01-02",-0.109746
"2011-01-03",-0.258814
"2011-01-04",0.153162
"2011-01-05",-0.153478
"2011-01-06",0.081304
"2011-01-07",-0.019565
"2011-01-08",0.037137
"2011-01-09",-0.101666
"2011-01-10",0.04875
"2011-01-11",0.203447
"2011-01-12",-0.086819
"2011-01-13",-0.129128
"2011-01-14",0.067409
"2011-01-15",-0.039076
"2011-01-16",-0.015
"2011-01-17",0.05375
"2011-01-18",0.324167
"2011-01-19",-0.119928
"2011-01-20",-0.203406
"2011-01-21",-0.0812499999999999
"2011-01-22",-0.057083
"2011-01-23",0.036522
"2011-01-24",0.055217
"2011-01-25",0.125218
"2011-01-26",0.245543
"2011-01-27",-0.175
"2011-01-28",0.105543
"2011-01-29",-0.141304
"2011-01-30",0.070435
"2011-01-31",-0.118424
"2011-02-01",0.225815
"2011-02-02",-0.054148
"2011-02-03",-0.337591
"2011-02-04",0.147391
"2011-02-05",0.34395
"2011-02-06",-0.360834
"2011-02-07",0.17
"2011-02-08",-0.200416
"2011-02-09",-0.043134
"2011-02-10",-0.057392
"2011-02-11",0.0689730000000001
"2011-02-12",0.0378029999999999
"2011-02-13",-0.086776
"2011-02-14",-0.081558
"2011-02-15",-0.061485
"2011-02-16",0.10913
"2011-02-17",0.081522
"2011-02-18",0.011667
"2011-02-19",-0.32875
"2011-02-20",0.219909
"2011-02-21",0.197174
"2011-02-22",-0.027222
"2011-02-23",-0.154735
"2011-02-24",0.274348
"2011-02-25",0.014783
"2011-02-26",-0.174257
"2011-02-27",0.142083
"2011-02-28",0.196364
"2011-03-01",-0.341364
"2011-03-02",-0.085417
"2011-03-03",-0.13125
"2011-03-04",0.292084
"2011-03-05",0.17875
"2011-03-06",0.159094
"2011-03-07",-0.396957
"2011-03-08",-0.130471
"2011-03-09",0.354584
"2011-03-10",-0.775417
"2011-03-11",0.649565
"2011-03-12",-0.054982
"2011-03-13",-0.0671919999999999
"2011-03-14",-0.0304340000000001
"2011-03-15",0.158695
"2011-03-16",0.12087
"2011-03-17",-0.173605
"2011-03-18",-0.0777
"2011-03-19",-0.14605
"2011-03-20",0.094583
"2011-03-21",0.263641
"2011-03-22",-0.112808
"2011-03-23",0.214982
"2011-03-24",-0.033732
"2011-03-25",-0.310833
"2011-03-26",-0.100833
"2011-03-27",0.099746
"2011-03-28",-0.191739
"2011-03-29",0.011993
"2011-03-30",0.3325
"2011-03-31",0.271666
"2011-04-01",-0.232083
"2011-04-02",-0.0325
"2011-04-03",-0.17375
"2011-04-04",-0.05375
"2011-04-05",0.215833
"2011-04-06",-0.17125
"2011-04-07",0.132084
"2011-04-08",0.233333
"2011-04-09",0.0412499999999999
"2011-04-10",-0.0199999999999999
"2011-04-11",-0.140544
"2011-04-12",0.022211
"2011-04-13",0.08
"2011-04-14",-0.27875
"2011-04-15",0.130833
"2011-04-16",0.217083
"2011-04-17",-0.40875
"2011-04-18",0.062917
"2011-04-19",0.123333
"2011-04-20",-0.051666
"2011-04-21",-0.207084
"2011-04-22",0.3225
"2011-04-23",0.158334
"2011-04-24",-0.0770839999999999
"2011-04-25",-0.034166
"2011-04-26",-0.0475
"2011-04-27",0.10625
"2011-04-28",-0.134584
"2011-04-29",-0.24375
"2011-04-30",0.04625
"2011-05-01",0.25875
