"time_index","target"
"2011-01-02",0.019311
"2011-01-03",-0.167114
"2011-01-04",0.003636
"2011-01-05",0.026957
"2011-01-06",-0.022609
"2011-01-07",-0.007826
"2011-01-08",-0.031522
"2011-01-09",-0.026667
"2011-01-10",0.0125
"2011-01-11",0.018258
"2011-01-12",0.003636
"2011-01-13",-0.00772699999999998
"2011-01-14",-0.00413
"2011-01-15",0.072463
"2011-01-16",-0.001666
"2011-01-17",-0.055834
"2011-01-18",0.040834
"2011-01-19",0.075507
"2011-01-20",-0.030507
"2011-01-21",-0.084167
"2011-01-22",-0.1183696
"2011-01-23",0.0373913
"2011-01-24",0.000869599999999998
"2011-01-25",0.1260867
"2011-01-26",-0.00597800000000001
"2011-01-27",-0.0225
"2011-01-28",0.00847799999999999
"2011-01-29",-0.00695599999999999
"2011-01-30",0.02
"2011-01-31",-0.035689
"2011-02-01",0.011341
"2011-02-02",0.067826
"2011-02-03",-0.073043
"2011-02-04",0.024347
"2011-02-05",0.022029
"2011-02-06",0.0525
"2011-02-07",-0.014166
"2011-02-08",-0.050834
"2011-02-09",-0.08605
"2011-02-10",0.00956500000000002
"2011-02-11",0.044743
"2011-02-12",0.033409
"2011-02-13",0.094022
"2011-02-14",0.098478
"2011-02-15",-0.148913
"2011-02-16",0.052174
"2011-02-17",0.117572
"2011-02-18",0.085834
"2011-02-19",-0.1225
"2011-02-20",-0.11395
"2011-02-21",0.018116
"2011-02-22",-0.121111
"2011-02-23",0.039517
"2011-02-24",0.073913
"2011-02-25",0.068696
"2011-02-26",-0.081848
"2011-02-27",0.060978
"2011-02-28",0.063795
"2011-03-01",-0.140606
"2011-03-02",0.068333
"2011-03-03",-0.136667
"2011-03-04",0.063334
"2011-03-05",0.1225
"2011-03-06",-0.00764499999999996
"2011-03-07",-0.114783
"2011-03-08",0.030761
"2011-03-09",0.00333300000000003
"2011-03-10",0.093258
"2011-03-11",-0.072569
"2011-03-12",0.012645
"2011-03-13",0.055181
"2011-03-14",-0.059131
"2011-03-15",-0.007826
"2011-03-16",0.047826
"2011-03-17",0.049783
"2011-03-18",0.125
"2011-03-19",-0.0675000000000001
"2011-03-20",-0.14
"2011-03-21",0.097935
"2011-03-22",0.011232
"2011-03-23",-0.09471
"2011-03-24",-0.061957
"2011-03-25",-0.020833
"2011-03-26",0.001666
"2011-03-27",-0.01279
"2011-03-28",0.011305
"2011-03-29",0.038152
"2011-03-30",-0.0025
"2011-03-31",-0.031667
"2011-04-01",0.031667
"2011-04-02",0.015
"2011-04-03",0.063333
"2011-04-04",0.195
"2011-04-05",-0.159166
"2011-04-06",-0.023334
"2011-04-07",0.046667
"2011-04-08",-0.101667
"2011-04-09",0.00666700000000003
"2011-04-10",0.084167
"2011-04-11",0.168985
"2011-04-12",-0.093152
"2011-04-13",-0.09
"2011-04-14",0.055
"2011-04-15",-0.020833
"2011-04-16",-0.015834
"2011-04-17",0.025834
"2011-04-18",0.055833
"2011-04-19",-0.00666699999999998
"2011-04-20",0.089167
"2011-04-21",-0.135833
"2011-04-22",-0.1225
"2011-04-23",0.123333
"2011-04-24",0.121667
"2011-04-25",0.0249999999999999
"2011-04-26",0.025
"2011-04-27",-0.011667
"2011-04-28",-0.00249999999999995
"2011-04-29",-0.1075
"2011-04-30",-0.0375
"2011-05-01",-0.020833
"2011-05-02",0.0975
"2011-05-03",0.0675
"2011-05-04",-0.2025
"2011-05-05",0.045
"2011-05-06",0.02
"2011-05-07",0.040833
"2011-05-08",0.00833300000000003
"2011-05-09",0.00416699999999992
"2011-05-10",0
"2011-05-11",0.01
"2011-05-12",-0.00749999999999995
"2011-05-13",-0.0225000000000001
"2011-05-14",0.00833300000000003
"2011-05-15",0.041667
"2011-05-16",0.015
"2011-05-17",-0.015833
"2011-05-18",-0.011667
"2011-05-19",-0.019167
"2011-05-20",0.00583400000000001
"2011-05-21",0.065833
"2011-05-22",0.00166699999999997
"2011-05-23",0.0275
"2011-05-24",0.028333
"2011-05-25",0.000832999999999973
"2011-05-26",0.0475
"2011-05-27",-0.026666
"2011-05-28",-0.025834
"2011-05-29",0.011667
"2011-05-30",0.065833
"2011-05-31",0.041667
"2011-06-01",-0.010833
"2011-06-02",-0.0491670000000001
"2011-06-03",-0.095
"2011-06-04",0.015
"2011-06-05",0.013333
"2011-06-06",0.0299999999999999
"2011-06-07",0.0291670000000001
"2011-06-08",0.068333
"2011-06-09",0.0325
"2011-06-10",-0.053333
"2011-06-11",-0.03
"2011-06-12",-0.0325
"2011-06-13",-0.0575
"2011-06-14",-0.030833
"2011-06-15",0.0225
"2011-06-16",0.00166600000000006
"2011-06-17",0.020834
"2011-06-18",0.0475
"2011-06-19",0.00249999999999995
"2011-06-20",-0.064167
"2011-06-21",0.045833
"2011-06-22",0.0525
"2011-06-23",-0.005
"2011-06-24",-0.004166
"2011-06-25",-0.0291670000000001
"2011-06-26",-0.0149999999999999
"2011-06-27",0.00249999999999995
"2011-06-28",0.061667
"2011-06-29",-0.015834
"2011-06-30",-0.031666
"2011-07-01",0.025833
"2011-07-02",0.015833
"2011-07-03",-0.021666
"2011-07-04",0.0099999999999999
"2011-07-05",0.02
"2011-07-06",-0.026667
"2011-07-07",0.03
"2011-07-08",-0.040833
"2011-07-09",0.024166
"2011-07-10",0.014167
"2011-07-11",0.0149999999999999
"2011-07-12",0.031667
"2011-07-13",-0.0475
"2011-07-14",-0.065834
"2011-07-15",-0.0175000000000001
"2011-07-16",0.0233340000000001
"2011-07-17",0.0325
"2011-07-18",0.0275
"2011-07-19",0.03
"2011-07-20",-0.00833399999999995
"2011-07-21",0.0466669999999999
"2011-07-22",0.0333330000000001
"2011-07-23",0.000834000000000001
"2011-07-24",-0.019167
"2011-07-25",-0.0866669999999999
"2011-07-26",0.028334
"2011-07-27",0.00333300000000003
"2011-07-28",0.00416700000000003
"2011-07-29",0.0591659999999999
"2011-07-30",-0.034166
"2011-07-31",0.00166600000000006
"2011-08-01",-0.034166
"2011-08-02",0.011666
"2011-08-03",-0.051666
"2011-08-04",-0.021667
"2011-08-05",0.000833000000000084
"2011-08-06",0.00583400000000001
"2011-08-07",0.025833
"2011-08-08",0.0225
"2011-08-09",0.01
"2011-08-10",-0.00833300000000003
"2011-08-11",-0.049167
"2011-08-12",-0.00916700000000004
"2011-08-13",-0.0225
"2011-08-14",-0.00916600000000001
"2011-08-15",-0.010834
"2011-08-16",0.035
"2011-08-17",0.0225
"2011-08-18",-0.011666
"2011-08-19",-0.026667
"2011-08-20",0.0125
"2011-08-21",0.013333
"2011-08-22",-0.019166
"2011-08-23",-0.050834
"2011-08-24",0.0325
"2011-08-25",0.010834
"2011-08-26",0.015833
"2011-08-27",-0.0199999999999999
"2011-08-28",0.0270589999999999
"2011-08-29",-0.070392
"2011-08-30",0.00250000000000006
"2011-08-31",0.0175
"2011-09-01",-0.00166699999999997
"2011-09-02",-0.011667
"2011-09-03",0.0258339999999999
"2011-09-04",0.04
"2011-09-05",-0.035834
"2011-09-06",-0.133333
"2011-09-07",0.059167
"2011-09-08",0.0347459999999999
"2011-09-09",0.0160870000000001
"2011-09-10",0.01
"2011-09-11",-0.00666699999999998
"2011-09-12",-0.00898500000000002
"2011-09-13",0.00648499999999996
"2011-09-14",0.0225
"2011-09-15",-0.095833
"2011-09-16",-0.108333
"2011-09-17",0.0225
"2011-09-18",0.0158329999999999
"2011-09-19",0.041667
"2011-09-20",0.0125000000000001
"2011-09-21",0.0333329999999999
"2011-09-22",0.0333330000000001
"2011-09-23",-0.019166
"2011-09-24",-0.00250000000000006
"2011-09-25",0.0275000000000001
"2011-09-26",0.015
"2011-09-27",-0.0125000000000001
"2011-09-28",-0.00166699999999997
"2011-09-29",-0.018333
"2011-09-30",-0.0525
"2011-10-01",-0.154167
"2011-10-02",-0.053333
"2011-10-03",0.0275
"2011-10-04",0.1
"2011-10-05",0.0541659999999999
"2011-10-06",-0.0441659999999999
"2011-10-07",0.016666
"2011-10-08",0.010834
"2011-10-09",0.019166
"2011-10-10",0.03
"2011-10-11",-0.004166
"2011-10-12",-0.0233340000000001
"2011-10-13",0.045834
"2011-10-14",-0.038334
"2011-10-15",-0.044166
"2011-10-16",0.005
"2011-10-17",0.0225
"2011-10-18",-0.00166699999999997
"2011-10-19",0.009239
"2011-10-20",-0.065906
"2011-10-21",-0.048333
"2011-10-22",-0.005
"2011-10-23",-0.000832999999999973
"2011-10-24",0.041666
"2011-10-25",0.00833400000000001
"2011-10-26",0.0125
"2011-10-27",-0.014167
"2011-10-28",-0.139167
"2011-10-29",-0.076666
"2011-10-30",0.065
"2011-10-31",0.020833
"2011-11-01",0.060833
"2011-11-02",-0.023333
"2011-11-03",0.030833
"2011-11-04",-0.005
"2011-11-05",-0.076666
"2011-11-06",0.021666
"2011-11-07",0.046667
"2011-11-08",0.013333
"2011-11-09",-0.00833299999999998
"2011-11-10",-0.02
"2011-11-11",-0.055833
"2011-11-12",0.0325
"2011-11-13",0.084166
"2011-11-14",0.089167
"2011-11-15",0
"2011-11-16",-0.073333
"2011-11-17",-0.115
"2011-11-18",-0.0675
"2011-11-19",0.055
"2011-11-20",0.134166
"2011-11-21",-0.015833
"2011-11-22",-0.030833
"2011-11-23",0.024166
"2011-11-24",-0.0675
"2011-11-25",0.00166699999999997
"2011-11-26",0.000832999999999973
"2011-11-27",0.083334
"2011-11-28",0.044311
"2011-11-29",-0.045145
"2011-11-30",-0.133333
"2011-12-01",-0.0125
"2011-12-02",0.00166699999999997
"2011-12-03",-0.015
"2011-12-04",0.031666
"2011-12-05",0.055
"2011-12-06",0.076667
"2011-12-07",-0.0525
"2011-12-08",-0.144167
"2011-12-09",0.025
"2011-12-10",-0.015833
"2011-12-11",-0.054167
"2011-12-12",0.0175
"2011-12-13",0.044167
"2011-12-14",0.035
"2011-12-15",0.105
"2011-12-16",-0.0475
"2011-12-17",-0.116667
"2011-12-18",-0.02
"2011-12-19",0.038334
"2011-12-20",0.109166
"2011-12-21",0.0425
"2011-12-22",-0.005
"2011-12-23",-0.05
"2011-12-24",-0.070833
"2011-12-25",-0.027717
"2011-12-26",0.046956
"2011-12-27",0.00326100000000001
"2011-12-28",-0.02587
"2011-12-29",-0.050797
"2011-12-30",0.063334
"2011-12-31",0.098333
"2012-01-01",-0.04
"2012-01-02",-0.096957
"2012-01-03",-0.123043
"2012-01-04",-0.0425
"2012-01-05",0.158333
"2012-01-06",0.068334
"2012-01-07",0.059166
"2012-01-08",-0.055833
"2012-01-09",-0.113333
"2012-01-10",0.084529
"2012-01-11",-0.034529
"2012-01-12",0.108333
"2012-01-13",-0.108333
"2012-01-14",-0.094167
"2012-01-15",-0.013333
"2012-01-16",0.023333
"2012-01-17",0.183043
"2012-01-18",-0.06971
"2012-01-19",-0.113333
"2012-01-20",0.0275
"2012-01-21",-0.044167
"2012-01-22",-0.010833
"2012-01-23",0.055833
"2012-01-24",0.124167
"2012-01-25",-0.048333
"2012-01-26",0.0475
"2012-01-27",0.083333
"2012-01-28",-0.109167
"2012-01-29",-0.033333
"2012-01-30",-0.013333
"2012-01-31",0.120833
"2012-02-01",0.079167
"2012-02-02",-0.07
"2012-02-03",-0.085834
"2012-02-04",-0.049166
"2012-02-05",0.001666
"2012-02-06",0.016776
"2012-02-07",0.071558
"2012-02-08",-0.0975
"2012-02-09",0.00833300000000003
"2012-02-10",0.015833
"2012-02-11",-0.056666
"2012-02-12",-0.096667
"2012-02-13",0.095
"2012-02-14",0.096667
"2012-02-15",0.029166
"2012-02-16",-0.031666
"2012-02-17",0.026666
"2012-02-18",0.003334
"2012-02-19",-0.066667
"2012-02-20",0
"2012-02-21",0.007826
"2012-02-22",0.108007
"2012-02-23",0.058334
"2012-02-24",-0.046667
"2012-02-25",-0.116667
"2012-02-26",-0.011666
"2012-02-27",0.0875
"2012-02-28",-0.00750000000000001
"2012-02-29",-0.014819
"2012-03-01",0.141485
"2012-03-02",-0.1325
"2012-03-03",0.060834
"2012-03-04",-0.088334
"2012-03-05",-0.0825
"2012-03-06",0.015
"2012-03-07",0.145834
"2012-03-08",0.123333
"2012-03-09",-0.116667
"2012-03-10",-0.123333
"2012-03-11",0.074239
"2012-03-12",0.104928
"2012-03-13",0.098333
"2012-03-14",0.00750000000000006
"2012-03-15",-0.015
"2012-03-16",-0.121667
"2012-03-17",0.078334
"2012-03-18",-0.0416670000000001
"2012-03-19",0.0725000000000001
"2012-03-20",0.015833
"2012-03-21",-0.029166
"2012-03-22",0.0225
"2012-03-23",0.0475
"2012-03-24",-0.099167
"2012-03-25",-0.065
"2012-03-26",0.00833299999999998
"2012-03-27",-0.1225
"2012-03-28",0.160834
"2012-03-29",0.01
"2012-03-30",-0.124167
"2012-03-31",0.054167
"2012-04-01",0.001666
"2012-04-02",0.00807999999999998
"2012-04-03",0.032754
"2012-04-04",0.075
"2012-04-05",-0.106667
"2012-04-06",-0.031667
"2012-04-07",0.034167
"2012-04-08",0.0625
"2012-04-09",-0.010833
"2012-04-10",-0.0425
"2012-04-11",-0.097971
"2012-04-12",0.048804
"2012-04-13",0.045
"2012-04-14",0.0525
"2012-04-15",0.111667
"2012-04-16",0.0575
"2012-04-17",-0.0558339999999999
"2012-04-18",-0.145
"2012-04-19",0.035
"2012-04-20",0.028334
"2012-04-21",0.043333
