"time_index","target"
"2009-01-05",0.012698039
"2009-01-06",0.011340652
"2009-01-07",-0.017072795
"2009-01-08",-0.005560959
"2009-01-09",-0.010988634
"2009-01-12",-0.012451259
"2009-01-13",-0.012220196
"2009-01-14",-0.045220199
"2009-01-15",-0.012070424
"2009-01-16",0.008560858
"2009-01-19",-0.012045182
"2009-01-20",-0.015088013
"2009-01-21",-0.003338563
"2009-01-22",-0.00655222
"2009-01-23",-0.003620056
"2009-01-26",0.032799581
"2009-01-27",-0.002641806
"2009-01-28",0.0299742
"2009-01-29",-0.023108586
"2009-01-30",-0.007201303
"2009-02-02",-0.019739294
"2009-02-03",0.017862274
"2009-02-04",0.018769962
"2009-02-05",-0.004139094
"2009-02-06",0.019126668
"2009-02-09",0.005627159
"2009-02-10",-0.024387753
"2009-02-11",0.001097418
"2009-02-12",-0.014092175
"2009-02-13",0.003031933
"2009-02-16",-0.012721713
"2009-02-17",-0.030934994
"2009-02-18",-0.003303102
"2009-02-19",0.00256948
"2009-02-20",-0.037924005
"2009-02-23",-0.012159595
"2009-02-24",-0.009447032
"2009-02-25",-0.000994183
"2009-02-26",0.020902648
"2009-02-27",-0.018261438
"2009-03-02",-0.048816774
"2009-03-03",-0.020299096
"2009-03-04",0.03654846
"2009-03-05",-0.037465203
"2009-03-06",-0.01117204
"2009-03-09",-0.000177944
"2009-03-10",0.050459269
"2009-03-11",0.003950464
"2009-03-12",0.009801191
"2009-03-13",0.006193885
"2009-03-16",0.026677664
"2009-03-17",-0.005683706
"2009-03-18",-0.004204775
"2009-03-19",0.00702835
"2009-03-20",0.003375003
"2009-03-23",0.028379434
"2009-03-24",-0.003923899
"2009-03-25",0.007125859
"2009-03-26",0.004564397
"2009-03-27",-0.013192092
"2009-03-30",-0.039575426
"2009-03-31",0.033905256
"2009-04-01",0.013131002
"2009-04-02",0.046299865
"2009-04-03",-0.013565922
"2009-04-06",-0.00663938
"2009-04-07",-0.010973461
"2009-04-08",0.00457624
"2009-04-09",0.020350247
"2009-04-10",0
"2009-04-13",0
"2009-04-14",0.010410568
"2009-04-15",-0.00569206
"2009-04-16",0.019679181
"2009-04-17",0.015000818
"2009-04-20",-0.033145055
"2009-04-21",0.000107111
"2009-04-22",0.014246565
"2009-04-24",0.019732664
"2009-04-27",0.001193826
"2009-04-28",-0.016191973
"2009-04-29",0.021224456
"2009-04-30",0.013364378
"2009-05-04",0.015641377
"2009-05-05",0.004722386
"2009-05-06",0.012728662
"2009-05-07",-0.005234116
"2009-05-08",0.016838852
"2009-05-11",-0.011834648
"2009-05-12",-0.004118204
"2009-05-13",-0.02444295
"2009-05-14",0.004393536
"2009-05-15",0.002504001
"2009-05-18",0.021345107
"2009-05-20",0.01755585
"2009-05-21",-0.020868958
"2009-05-22",-0.000809664
"2009-05-25",0.00163058
"2009-05-26",0.00693029
"2009-05-27",0.003596128
"2009-05-28",-0.009320093
"2009-05-29",0.002727525
"2009-06-01",0.022988538
"2009-06-02",0.000450926
"2009-06-03",-0.019199926
"2009-06-04",0.001198657
"2009-06-05",0.006255363
"2009-06-08",-0.010088166
"2009-06-09",0.002247523
"2009-06-10",0.009563579
"2009-06-11",0.007607936
"2009-06-12",-0.003360153
"2009-06-15",-0.026607747
"2009-06-16",-0.001898177
"2009-06-17",-0.017037019
"2009-06-18",0.006532695
"2009-06-19",0.010530485
"2009-06-22",-0.028450775
"2009-06-23",-0.000397087
"2009-06-24",0.021006006
"2009-06-25",-0.006491876
"2009-06-26",-0.002434553
"2009-06-29",0.01610096
"2009-06-30",-0.009756314
"2009-07-01",0.018996966
"2009-07-02",-0.026148902
"2009-07-03",-0.000129804
"2009-07-06",-0.01052673
"2009-07-07",-0.005062892
"2009-07-08",-0.011370978
"2009-07-09",0.005713551
"2009-07-10",-0.010951065
"2009-07-13",0.020103773
"2009-07-14",0.00981059
"2009-07-15",0.027037465
"2009-07-16",0.004621884
"2009-07-17",0.006393209
"2009-07-20",0.010856959
"2009-07-21",0.00790874
"2009-07-22",0.002757225
"2009-07-23",0.018131092
"2009-07-24",0.000477297
"2009-07-27",0.003589901
"2009-07-28",-0.009714293
"2009-07-29",0.00679058
"2009-07-30",0.020259518
"2009-07-31",-0.002400819
"2009-08-03",0.013411189
"2009-08-04",-0.002555235
"2009-08-05",-0.006186667
"2009-08-06",0.007141904
"2009-08-07",0.01108049
"2009-08-10",-0.003177243
"2009-08-11",-0.013443727
"2009-08-12",0.010512515
"2009-08-13",0.007872083
"2009-08-14",-0.008324871
"2009-08-17",-0.01925327
"2009-08-18",0.009641885
"2009-08-19",-4.21e-05
"2009-08-20",0.014198886
"2009-08-21",0.023348771
"2009-08-24",0.010500577
"2009-08-25",0.004957708
"2009-08-26",-0.004106477
"2009-08-27",-0.004156013
"2009-08-28",0.009242537
"2009-08-31",-0.006164299
"2009-09-01",-0.017967666
"2009-09-02",-0.00598433
"2009-09-03",-0.001465902
"2009-09-04",0.012772763
"2009-09-07",0.015583349
"2009-09-08",0.002873531
"2009-09-09",0.01084736
"2009-09-10",-0.00103475
"2009-09-11",0.005179929
"2009-09-14",-0.000698728
"2009-09-15",0.004297024
"2009-09-16",0.014512465
"2009-09-17",0.005445147
"2009-09-18",-0.00036404
"2009-09-23",-0.002200783
"2009-09-24",-0.014179304
"2009-09-25",-0.002034007
"2009-09-28",0.017615119
"2009-09-29",-0.001245038
"2009-09-30",-0.004051818
"2009-10-01",-0.017376967
"2009-10-02",-0.016212542
"2009-10-05",0.008032903
"2009-10-06",0.023523141
"2009-10-07",-0.004043262
"2009-10-08",0.010892793
"2009-10-09",9.16e-05
"2009-10-12",0.010575071
"2009-10-13",-0.010315897
"2009-10-14",0.019869578
"2009-10-15",-0.004118031
"2009-10-16",-0.009167473
"2009-10-19",0.01594895
"2009-10-20",-0.005858889
"2009-10-21",0.001612484
"2009-10-22",-0.010527017
"2009-10-23",-0.000778076
"2009-10-26",-0.013986319
"2009-10-27",0.000550359
"2009-10-28",-0.021614441
"2009-10-30",-0.005098468
"2009-11-02",0.006416061
"2009-11-03",-0.014107112
"2009-11-04",0.016556042
"2009-11-05",0.006450039
"2009-11-06",0.001380545
"2009-11-09",0.019047949
"2009-11-10",-0.002355524
"2009-11-11",0.00648076
"2009-11-12",-0.000105516
"2009-11-13",0.001930278
"2009-11-16",0.014123227
"2009-11-17",-0.006568908
"2009-11-18",0.000538703
"2009-11-19",-0.015621595
"2009-11-20",-0.005852463
"2009-11-23",0.020448651
"2009-11-24",-0.006402333
"2009-11-25",0.00538219
"2009-12-01",-0.008318025
"2009-12-02",0.002869599
"2009-12-03",-7.26e-05
"2009-12-04",0.007764681
"2009-12-07",-0.003357898
"2009-12-08",-0.015214504
"2009-12-09",-0.00846942
"2009-12-10",0.008986643
"2009-12-11",0.003094079
"2009-12-14",0.008030007
"2009-12-15",-0.001427231
"2009-12-16",0.010294153
"2009-12-17",-0.013355087
"2009-12-18",-0.005558315
"2009-12-21",0.015016334
"2009-12-22",0.007488026
"2009-12-23",0.004134724
"2009-12-24",0.001824665
"2009-12-25",0
"2009-12-28",0.003681056
"2009-12-29",0.004186106
"2009-12-30",-0.00746846
"2009-12-31",0.000783591
"2010-01-04",0.016777763
"2010-01-05",0.00131582
"2010-01-06",0.000585708
"2010-01-07",-0.000359589
"2010-01-08",0.003554423
"2010-01-11",-0.000497677
"2010-01-12",-0.009893407
"2010-01-13",-7.47e-05
"2010-01-14",0.005499697
"2010-01-15",-0.011114664
"2010-01-18",0.005403105
"2010-01-19",0.005296237
"2010-01-20",-0.017593107
"2010-01-21",-0.013776535
"2010-01-22",-0.008199445
"2010-01-25",-0.007667436
"2010-01-26",0.003881709
"2010-01-27",-0.010127461
"2010-01-28",-0.012274409
"2010-01-29",0.010072536
"2010-02-01",0.008520053
"2010-02-02",0.009226841
"2010-02-03",-0.005941013
"2010-02-04",-0.027518736
"2010-02-05",-0.021005008
"2010-02-08",0.006990165
"2010-02-09",0.002812647
"2010-02-10",0.005973752
"2010-02-11",0.000520113
"2010-02-12",-0.003473171
"2010-02-15",0.002932286
"2010-02-16",0.01261871
"2010-02-17",0.010460354
"2010-02-18",0.007058343
"2010-02-19",0.006743182
"2010-02-22",-0.002708243
"2010-02-23",-0.011454109
"2010-02-24",0.003122244
"2010-02-25",-0.014050056
"2010-02-26",0.013824601
"2010-03-01",0.013641532
"2010-03-02",0.010262272
"2010-03-03",0.008006659
"2010-03-04",-0.000617057
"2010-03-05",0.014754495
"2010-03-08",0.001064674
"2010-03-09",-0.000303826
"2010-03-10",0.007955017
"2010-03-11",-0.003856762
"2010-03-12",0.001601952
"2010-03-15",-0.006702784
"2010-03-16",0.008422483
"2010-03-17",0.005994462
"2010-03-18",-0.002990566
"2010-03-19",-0.001628348
"2010-03-22",-0.001586534
"2010-03-23",0.006135255
"2010-03-24",-0.000184603
"2010-03-25",0.009993925
"2010-03-26",-0.003365283
"2010-03-29",0.001639787
"2010-03-30",-0.003988002
"2010-03-31",-0.000537831
"2010-04-01",0.011916154
"2010-04-02",0
"2010-04-05",0
"2010-04-06",0.005250169
"2010-04-07",-0.003953149
"2010-04-08",-0.009357213
"2010-04-09",0.013490297
"2010-04-12",0.002303192
"2010-04-13",-0.003337412
"2010-04-14",0.0061868
"2010-04-15",0.003594524
"2010-04-16",-0.015112856
"2010-04-19",-0.005225307
"2010-04-20",0.012064507
"2010-04-21",-0.00889712
"2010-04-22",-0.012900104
"2010-04-26",0.015972171
"2010-04-27",-0.029021541
"2010-04-28",-0.011822851
"2010-04-29",0.012360258
"2010-04-30",-0.006068731
"2010-05-03",0.000863421
"2010-05-04",-0.030722352
"2010-05-05",-0.013654444
"2010-05-06",-0.017706496
"2010-05-07",-0.033875001
"2010-05-10",0.067042467
"2010-05-11",-0.007264982
"2010-05-12",0.012905352
"2010-05-13",0.003240997
"2010-05-14",-0.035458268
"2010-05-17",-0.00055238
"2010-05-18",0.013739955
"2010-05-20",-0.046420552
"2010-05-21",-0.000833535
"2010-05-24",-0.001938918
"2010-05-25",-0.026448367
"2010-05-26",0.019345618
"2010-05-27",0.029856859
"2010-05-28",-0.000867179
"2010-05-31",-0.000316987
"2010-06-01",-0.002435159
"2010-06-02",0.000555776
"2010-06-03",0.012310678
"2010-06-04",-0.021691071
"2010-06-07",-0.009470185
"2010-06-08",-0.008124869
"2010-06-09",0.015901475
"2010-06-10",0.015173935
"2010-06-11",0.007070273
"2010-06-14",0.01186348
"2010-06-15",0.006593924
"2010-06-16",0.000989027
"2010-06-17",0.002465087
"2010-06-18",0.00221193
"2010-06-21",0.009956113
"2010-06-22",-0.007960963
"2010-06-23",-0.013176245
"2010-06-24",-0.017800734
"2010-06-25",-0.007953517
"2010-06-28",0.00912492
"2010-06-29",-0.034902985
"2010-06-30",0.002201934
"2010-07-01",-0.022401698
"2010-07-02",0.003560579
"2010-07-05",-0.003738593
"2010-07-06",0.026362864
"2010-07-07",0.012938215
"2010-07-08",0.012232775
"2010-07-09",0.005906262
"2010-07-12",0.003920399
"2010-07-13",0.018808495
"2010-07-14",-7.34e-05
"2010-07-15",-0.009217097
"2010-07-16",-0.015674885
"2010-07-19",-0.00339961
"2010-07-20",-0.003202757
"2010-07-21",0.009445343
"2010-07-22",0.021510898
"2010-07-23",0.00094104
"2010-07-26",0.00650243
"2010-07-27",0.005502492
"2010-07-28",-0.004554765
"2010-07-29",-0.003207669
"2010-07-30",-0.006165908
"2010-08-02",0.025194828
"2010-08-03",0.000501044
"2010-08-04",0.000769452
"2010-08-05",-0.001961077
"2010-08-06",-0.010199694
"2010-08-09",0.013367948
"2010-08-10",-0.007752502
"2010-08-11",-0.024910185
"2010-08-12",0.000432349
"2010-08-13",-0.000208761
"2010-08-16",-0.000690329
"2010-08-17",0.014231898
"2010-08-18",-0.004438279
"2010-08-19",-0.016559421
"2010-08-20",-0.009876182
"2010-08-23",0.005666019
"2010-08-24",-0.015370175
"2010-08-25",-0.009328747
"2010-08-26",0.008409564
"2010-08-27",0.008337548
"2010-08-31",0.000375835
"2010-09-01",0.028944995
"2010-09-02",0.000777359
"2010-09-03",0.009502452
"2010-09-06",0.002650618
"2010-09-07",-0.007760931
"2010-09-08",0.006180087
"2010-09-13",0.020395796
"2010-09-14",0.000484693
"2010-09-15",-0.003291133
"2010-09-16",-0.003385827
"2010-09-17",-0.005119605
"2010-09-20",0.014510754
"2010-09-21",-0.002636234
"2010-09-22",-0.009540356
"2010-09-23",-0.004187824
"2010-09-24",0.013605931
"2010-09-27",-0.004653907
"2010-09-28",0.000129939
"2010-09-29",-0.00372329
"2010-09-30",-0.002052123
"2010-10-01",-5.64e-05
"2010-10-04",-0.008419221
"2010-10-05",0.015770769
"2010-10-06",0.007364936
"2010-10-07",7.76e-05
"2010-10-08",-0.000715553
"2010-10-11",0.003023713
"2010-10-12",-0.002811905
"2010-10-13",0.016923241
"2010-10-14",-0.002618464
"2010-10-15",-0.00085113
"2010-10-18",0.003826994
"2010-10-19",-0.00475292
"2010-10-20",0.004381638
"2010-10-21",0.008504807
"2010-10-22",-0.00251091
"2010-10-25",0.002497145
"2010-10-26",-0.006240309
"2010-10-27",-0.00775805
"2010-11-01",0.004239755
"2010-11-02",0.007955497
"2010-11-03",-0.005426311
"2010-11-04",0.016419017
"2010-11-05",-0.001128411
"2010-11-08",-0.002137489
"2010-11-09",0.005811444
"2010-11-10",-0.010570965
"2010-11-11",-0.003419001
"2010-11-12",-0.002616897
"2010-11-15",0.006972103
"2010-11-22",-0.013762476
"2010-11-23",-0.020006461
"2010-11-24",0.010218959
"2010-11-25",0.005656774
"2010-11-26",-0.005822911
"2010-11-29",-0.020118927
"2010-11-30",-0.005513605
"2010-12-01",0.022416874
"2010-12-02",0.019000469
"2010-12-03",-0.001358638
"2010-12-06",-0.000184585
"2010-12-07",0.008135224
"2010-12-08",0.001569353
"2010-12-09",0.002307034
"2010-12-10",0.000681404
"2010-12-13",0.005687324
"2010-12-14",0.002944845
"2010-12-15",-0.003066529
"2010-12-16",0.000570854
"2010-12-17",-0.003572554
"2010-12-20",0.003737539
"2010-12-21",0.01055667
"2010-12-22",0.001131094
"2010-12-23",0.000888
"2010-12-24",0.000183047
"2010-12-27",-0.005860665
"2010-12-28",0.000208575
"2010-12-29",0.001923258
"2010-12-30",-0.00919071
"2010-12-31",-0.006157861
"2011-01-03",0.00963293
"2011-01-04",0.006576534
"2011-01-05",-0.000548291
"2011-01-06",-0.000620243
"2011-01-07",-0.005461397
"2011-01-10",-0.009845709
"2011-01-11",0.012638036
"2011-01-12",0.014396731
"2011-01-13",-0.000367489
"2011-01-14",-0.000761239
"2011-01-17",-0.002146761
"2011-01-18",0.010994785
"2011-01-19",-0.01064461
"2011-01-20",-0.010087879
"2011-01-21",0.00839604
"2011-01-24",0.004157979
"2011-01-25",-0.004044152
"2011-01-26",0.007096901
"2011-01-27",0.00191942
"2011-01-28",-0.010477804
"2011-01-31",-0.002649511
"2011-02-01",0.015088586
"2011-02-02",0.001617824
"2011-02-03",-0.002883468
"2011-02-04",0.002761148
"2011-02-07",0.008216678
"2011-02-08",0.003980283
"2011-02-09",-0.003024061
"2011-02-10",-0.003742423
"2011-02-11",0.004727187
"2011-02-14",0.000168532
"2011-02-15",-0.00054988
"2011-02-16",0.006974609
"2011-02-17",-0.000580515
"2011-02-18",0.000571574
"2011-02-21",-0.012615329
"2011-02-22",-0.005464894
