dataset_id,workflow,model_family,strategy,iteration,sera
DS13,mc.BDES,BDES,baseline,1,10002.717718137743
DS13,mc.BDES,BDES,baseline,2,10068.368194060122
DS13,mc.BDES,BDES,baseline,3,12366.324837423224
DS13,mc.BDES,BDES,baseline,4,14418.519810206155
DS13,mc.BDES,BDES,baseline,5,14565.624416556411
DS13,mc.BDES,BDES,baseline,6,14744.420143785219
DS13,mc.BDES,BDES,baseline,7,14550.675732702945
DS13,mc.BDES,BDES,baseline,8,16219.030772722006
DS13,mc.BDES,BDES,baseline,9,17071.501714478763
DS13,mc.BDES,BDES,baseline,10,17284.74764428244
DS13,mc.BDES,BDES,baseline,11,18125.482371928574
DS13,mc.BDES,BDES,baseline,12,19622.439664059017
DS13,mc.BDES,BDES,baseline,13,19138.982108368367
DS13,mc.BDES,BDES,baseline,14,21179.811536158402
DS13,mc.BDES,BDES,baseline,15,22515.820348439625
DS13,mc.BDES,BDES,baseline,16,22720.44353442363
DS13,mc.BDES,BDES,baseline,17,22894.384680992418
DS13,mc.BDES,BDES,baseline,18,25763.86600564258
DS13,mc.BDES,BDES,baseline,19,28284.09983530956
DS13,mc.BDES,BDES,baseline,20,28743.30438694445
DS13,mc.BDES,BDES,baseline,21,28717.284994965663
DS13,mc.BDES,BDES,baseline,22,28671.71684977321
DS13,mc.BDES,BDES,baseline,23,30665.42161616342
DS13,mc.BDES,BDES,baseline,24,31007.503738891035
DS13,mc.BDES,BDES,baseline,25,31282.66545827171
DS13,mc.BDES,BDES,baseline,26,32041.958768764453
DS13,mc.BDES,BDES,baseline,27,31577.03157635821
DS13,mc.BDES,BDES,baseline,28,30382.2094566092
DS13,mc.BDES,BDES,baseline,29,30582.843442547233
DS13,mc.BDES,BDES,baseline,30,30067.665216208843
DS13,mc.BDES,BDES,baseline,31,30048.479827264655
DS13,mc.BDES,BDES,baseline,32,30180.763122608754
DS13,mc.BDES,BDES,baseline,33,32510.9619634667
DS13,mc.BDES,BDES,baseline,34,32686.95763056808
DS13,mc.BDES,BDES,baseline,35,33033.49829279071
DS13,mc.BDES,BDES,baseline,36,33684.34562825521
DS13,mc.BDES,BDES,baseline,37,33607.248688411295
DS13,mc.BDES,BDES,baseline,38,33637.866214640904
DS13,mc.BDES,BDES,baseline,39,33692.08629963116
DS13,mc.BDES,BDES,baseline,40,33433.27866798998
DS13,mc.BDES,BDES,baseline,41,33588.87062831527
DS13,mc.BDES,BDES,baseline,42,33579.14014933925
DS13,mc.BDES,BDES,baseline,43,33798.13773222874
DS13,mc.BDES,BDES,baseline,44,33391.44691229749
DS13,mc.BDES,BDES,baseline,45,33469.51063586283
DS13,mc.BDES,BDES,baseline,46,34282.89382530952
DS13,mc.BDES,BDES,baseline,47,33552.49539267926
DS13,mc.BDES,BDES,baseline,48,34198.82377521574
DS13,mc.BDES,BDES,baseline,49,33159.33176112238
DS13,mc.BDES,BDES,baseline,50,33458.67654960234
DS13,mc.arima,arima,baseline,1,10222.061921169603
DS13,mc.arima,arima,baseline,2,10209.005321936302
DS13,mc.arima,arima,baseline,3,12787.588265312857
DS13,mc.arima,arima,baseline,4,15620.39566068311
DS13,mc.arima,arima,baseline,5,15751.49844814637
DS13,mc.arima,arima,baseline,6,15638.931905246845
DS13,mc.arima,arima,baseline,7,15647.329821798734
DS13,mc.arima,arima,baseline,8,17989.56463802955
DS13,mc.arima,arima,baseline,9,18361.15841363614
DS13,mc.arima,arima,baseline,10,18555.955119335755
DS13,mc.arima,arima,baseline,11,19412.22142343973
DS13,mc.arima,arima,baseline,12,21013.944040336173
DS13,mc.arima,arima,baseline,13,20511.380832153674
DS13,mc.arima,arima,baseline,14,22008.228783801613
DS13,mc.arima,arima,baseline,15,23135.81583553301
DS13,mc.arima,arima,baseline,16,23414.36245094081
DS13,mc.arima,arima,baseline,17,23319.484892520366
DS13,mc.arima,arima,baseline,18,28855.02026997201
DS13,mc.arima,arima,baseline,19,30300.632596031708
DS13,mc.arima,arima,baseline,20,30570.712644434287
DS13,mc.arima,arima,baseline,21,30727.69395983955
DS13,mc.arima,arima,baseline,22,30511.213246592713
DS13,mc.arima,arima,baseline,23,31106.603251652083
