dataset_id,workflow,model_family,strategy,iteration,sera
DS04,mc.BDES,BDES,baseline,1,146688988.7662906
DS04,mc.BDES,BDES,baseline,2,146326291.37497956
DS04,mc.BDES,BDES,baseline,3,146927563.25049323
DS04,mc.BDES,BDES,baseline,4,146425578.99179178
DS04,mc.BDES,BDES,baseline,5,145543233.00054303
DS04,mc.BDES,BDES,baseline,6,144982818.94174233
DS04,mc.BDES,BDES,baseline,7,138036379.86033487
DS04,mc.BDES,BDES,baseline,8,139749205.32499874
DS04,mc.BDES,BDES,baseline,9,138080820.53343785
DS04,mc.BDES,BDES,baseline,10,139879526.36581045
DS04,mc.BDES,BDES,baseline,11,143301492.38762486
DS04,mc.BDES,BDES,baseline,12,144227346.63879794
DS04,mc.BDES,BDES,baseline,13,142997731.10883084
DS04,mc.BDES,BDES,baseline,14,139979824.4580652
DS04,mc.BDES,BDES,baseline,15,136340607.58098063
DS04,mc.BDES,BDES,baseline,16,132984099.20903279
DS04,mc.BDES,BDES,baseline,17,136436644.5529883
DS04,mc.BDES,BDES,baseline,18,134911329.63069302
DS04,mc.BDES,BDES,baseline,19,133579496.43128446
DS04,mc.BDES,BDES,baseline,20,115641836.72954597
DS04,mc.BDES,BDES,baseline,21,115767660.63617946
DS04,mc.BDES,BDES,baseline,22,122436869.04713945
DS04,mc.BDES,BDES,baseline,23,125826660.70845737
DS04,mc.BDES,BDES,baseline,24,143121699.20029727
DS04,mc.BDES,BDES,baseline,25,140417107.91813985
DS04,mc.BDES,BDES,baseline,26,141886831.64384776
DS04,mc.BDES,BDES,baseline,27,141884057.2691598
DS04,mc.BDES,BDES,baseline,28,139634179.40495235
DS04,mc.BDES,BDES,baseline,29,99939050.36042376
DS04,mc.BDES,BDES,baseline,30,97584233.57601659
DS04,mc.BDES,BDES,baseline,31,96364881.52861454
DS04,mc.BDES,BDES,baseline,32,98630774.57713588
DS04,mc.BDES,BDES,baseline,33,158010058.4775948
DS04,mc.BDES,BDES,baseline,34,156397266.848856
DS04,mc.BDES,BDES,baseline,35,157569391.20296833
DS04,mc.BDES,BDES,baseline,36,145340116.50714284
DS04,mc.BDES,BDES,baseline,37,144478090.57426623
DS04,mc.BDES,BDES,baseline,38,136050372.53308135
DS04,mc.BDES,BDES,baseline,39,139764945.1481466
DS04,mc.BDES,BDES,baseline,40,138265459.85291287
DS04,mc.BDES,BDES,baseline,41,130413779.70687723
DS04,mc.BDES,BDES,baseline,42,130358184.03508943
DS04,mc.BDES,BDES,baseline,43,133275417.93345585
DS04,mc.BDES,BDES,baseline,44,135376105.3352257
DS04,mc.BDES,BDES,baseline,45,137312004.35007226
DS04,mc.BDES,BDES,baseline,46,134524664.031114
DS04,mc.BDES,BDES,baseline,47,135362564.86902153
DS04,mc.BDES,BDES,baseline,48,134682894.9151924
DS04,mc.BDES,BDES,baseline,49,130947635.11483105
DS04,mc.BDES,BDES,baseline,50,133482874.21614583
DS04,mc.arima,arima,baseline,1,154024974.49457106
DS04,mc.arima,arima,baseline,2,155203538.17375344
DS04,mc.arima,arima,baseline,3,148967420.55458105
DS04,mc.arima,arima,baseline,4,153165312.34933445
DS04,mc.arima,arima,baseline,5,154811289.41275403
DS04,mc.arima,arima,baseline,6,155169902.55675107
DS04,mc.arima,arima,baseline,7,147265169.62868822
DS04,mc.arima,arima,baseline,8,147925435.50454175
DS04,mc.arima,arima,baseline,9,148101831.5757017
DS04,mc.arima,arima,baseline,10,147924644.8624308
DS04,mc.arima,arima,baseline,11,149567947.8875935
DS04,mc.arima,arima,baseline,12,149903239.80406272
DS04,mc.arima,arima,baseline,13,153255650.6391406
DS04,mc.arima,arima,baseline,14,143882181.7001471
DS04,mc.arima,arima,baseline,15,140103664.25689363
DS04,mc.arima,arima,baseline,16,138442611.76754043
DS04,mc.arima,arima,baseline,17,143429007.83720258
DS04,mc.arima,arima,baseline,18,142921275.1510093
DS04,mc.arima,arima,baseline,19,145131134.72109506
DS04,mc.arima,arima,baseline,20,131480427.9679129
DS04,mc.arima,arima,baseline,21,129300303.18449724
DS04,mc.arima,arima,baseline,22,130612080.41692261
DS04,mc.arima,arima,baseline,23,138856982.07231554
DS04,mc.arima,arima,baseline,24,153148002.12436086
DS04,mc.arima,arima,baseline,25,152457224.35784063
DS04,mc.arima,arima,baseline,26,153888125.67613137
DS04,mc.arima,arima,baseline,27,153209449.0361235
DS04,mc.arima,arima,baseline,28,149281141.15974838
DS04,mc.arima,arima,baseline,29,123312804.14786936
DS04,mc.arima,arima,baseline,30,119822994.23275429
DS04,mc.arima,arima,baseline,31,118088439.89902315
DS04,mc.arima,arima,baseline,32,118576408.06525289
DS04,mc.arima,arima,baseline,33,168399046.89890498
DS04,mc.arima,arima,baseline,34,168424492.62628287
DS04,mc.arima,arima,baseline,35,167977022.86580035
DS04,mc.arima,arima,baseline,36,155162311.2005618
DS04,mc.arima,arima,baseline,37,156259450.4934134
DS04,mc.arima,arima,baseline,38,151662146.88357052
DS04,mc.arima,arima,baseline,39,155504094.77198806
DS04,mc.arima,arima,baseline,40,155487796.2288851
DS04,mc.arima,arima,baseline,41,147558101.47854167
DS04,mc.arima,arima,baseline,42,148137390.0675019
DS04,mc.arima,arima,baseline,43,155523021.77743834
DS04,mc.arima,arima,baseline,44,154185909.1772089
DS04,mc.arima,arima,baseline,45,146615248.03659594
DS04,mc.arima,arima,baseline,46,149119133.27197674
DS04,mc.arima,arima,baseline,47,145860633.5900825
DS04,mc.arima,arima,baseline,48,144109641.90478265
DS04,mc.arima,arima,baseline,49,149445400.9457626
DS04,mc.arima,arima,baseline,50,150463417.47174263
DS04,mc.lm_OVERB,lm,OVERB,1,151811706.63199675
DS04,mc.lm_OVERB,lm,OVERB,2,159994019.897141
DS04,mc.lm_OVERB,lm,OVERB,3,147058312.0401521
DS04,mc.lm_OVERB,lm,OVERB,4,153006352.43055397
DS04,mc.lm_OVERB,lm,OVERB,5,147092880.45890516
DS04,mc.lm_OVERB,lm,OVERB,6,140439370.58013305
DS04,mc.lm_OVERB,lm,OVERB,7,145304360.20723063
DS04,mc.lm_OVERB,lm,OVERB,8,146628564.8392179
