dataset_id,workflow,model_family,strategy,iteration,sera
DS03,mc.BDES,BDES,baseline,1,0.4472464641250522
DS03,mc.BDES,BDES,baseline,2,0.45302716791436504
DS03,mc.BDES,BDES,baseline,3,0.4360891692303675
DS03,mc.BDES,BDES,baseline,4,0.40336933232045413
DS03,mc.BDES,BDES,baseline,5,0.3309474359311828
DS03,mc.BDES,BDES,baseline,6,0.323962156826848
DS03,mc.BDES,BDES,baseline,7,0.30772188395445754
DS03,mc.BDES,BDES,baseline,8,0.31437670886798674
DS03,mc.BDES,BDES,baseline,9,0.32140683447956675
DS03,mc.BDES,BDES,baseline,10,0.3224375909889883
DS03,mc.BDES,BDES,baseline,11,0.3307695580900083
DS03,mc.BDES,BDES,baseline,12,0.33161538681029595
DS03,mc.BDES,BDES,baseline,13,0.3293721018329055
DS03,mc.BDES,BDES,baseline,14,0.30360740940821235
DS03,mc.BDES,BDES,baseline,15,0.2958799771455428
DS03,mc.BDES,BDES,baseline,16,0.25288078089398575
DS03,mc.BDES,BDES,baseline,17,0.2528518138889016
DS03,mc.BDES,BDES,baseline,18,0.2748351525617777
DS03,mc.BDES,BDES,baseline,19,0.3223910809949732
DS03,mc.BDES,BDES,baseline,20,0.32237447527097246
DS03,mc.BDES,BDES,baseline,21,0.29007322814776393
DS03,mc.BDES,BDES,baseline,22,0.26325722646063543
DS03,mc.BDES,BDES,baseline,23,0.2596193974289401
DS03,mc.BDES,BDES,baseline,24,0.27620851543943536
DS03,mc.BDES,BDES,baseline,25,0.2669022470256343
DS03,mc.BDES,BDES,baseline,26,0.26974055627743365
DS03,mc.BDES,BDES,baseline,27,0.2746090740155663
DS03,mc.BDES,BDES,baseline,28,0.26334547724992846
DS03,mc.BDES,BDES,baseline,29,0.26172018618316345
DS03,mc.BDES,BDES,baseline,30,0.22912814576582313
DS03,mc.BDES,BDES,baseline,31,0.23086501243722163
DS03,mc.BDES,BDES,baseline,32,0.22953978641990197
DS03,mc.BDES,BDES,baseline,33,0.2556198179683448
DS03,mc.BDES,BDES,baseline,34,0.2567390418950305
DS03,mc.BDES,BDES,baseline,35,0.25824910125100403
DS03,mc.BDES,BDES,baseline,36,0.27391591462975906
DS03,mc.BDES,BDES,baseline,37,0.27536715867842676
DS03,mc.BDES,BDES,baseline,38,0.2766484214542819
DS03,mc.BDES,BDES,baseline,39,0.2891667217301954
DS03,mc.BDES,BDES,baseline,40,0.2523785697477049
DS03,mc.BDES,BDES,baseline,41,0.25387683697531105
DS03,mc.BDES,BDES,baseline,42,0.26126033428427115
DS03,mc.BDES,BDES,baseline,43,0.2582176446399572
DS03,mc.BDES,BDES,baseline,44,0.33747626198281183
DS03,mc.BDES,BDES,baseline,45,0.33432193234859287
DS03,mc.BDES,BDES,baseline,46,0.31553233060443464
DS03,mc.BDES,BDES,baseline,47,0.3241603101099765
DS03,mc.BDES,BDES,baseline,48,0.3266818281475996
DS03,mc.BDES,BDES,baseline,49,0.3896781564727242
DS03,mc.BDES,BDES,baseline,50,0.4337128870025562
DS03,mc.arima,arima,baseline,1,0.4059761303115071
DS03,mc.arima,arima,baseline,2,0.38359191164119083
DS03,mc.arima,arima,baseline,3,0.36639196068063973
DS03,mc.arima,arima,baseline,4,0.3258856436734251
DS03,mc.arima,arima,baseline,5,0.314121350929008
DS03,mc.arima,arima,baseline,6,0.2988712436266393
DS03,mc.arima,arima,baseline,7,0.2817733126428211
DS03,mc.arima,arima,baseline,8,0.28053580404275835
DS03,mc.arima,arima,baseline,9,0.2851912994808557
DS03,mc.arima,arima,baseline,10,0.27592664519248533
DS03,mc.arima,arima,baseline,11,0.2929956957037107
DS03,mc.arima,arima,baseline,12,0.29478271777285425
DS03,mc.arima,arima,baseline,13,0.2925911099491194
DS03,mc.arima,arima,baseline,14,0.26191845673045705
DS03,mc.arima,arima,baseline,15,0.24815965265503237
DS03,mc.arima,arima,baseline,16,0.2297399575947989
DS03,mc.arima,arima,baseline,17,0.23020303887929733
DS03,mc.arima,arima,baseline,18,0.23642046163955807
DS03,mc.arima,arima,baseline,19,0.2954156706751878
DS03,mc.arima,arima,baseline,20,0.2971529810407049
DS03,mc.arima,arima,baseline,21,0.2545765471381032
DS03,mc.arima,arima,baseline,22,0.22332155623352534
DS03,mc.arima,arima,baseline,23,0.23416157240211827
DS03,mc.arima,arima,baseline,24,0.2317450381327033
DS03,mc.arima,arima,baseline,25,0.23459455040827548
DS03,mc.arima,arima,baseline,26,0.22419076096237692
DS03,mc.arima,arima,baseline,27,0.2352835433434646
DS03,mc.arima,arima,baseline,28,0.23305413994783752
DS03,mc.arima,arima,baseline,29,0.22784004874633806
DS03,mc.arima,arima,baseline,30,0.19362238814104976
DS03,mc.arima,arima,baseline,31,0.19346522834582175
DS03,mc.arima,arima,baseline,32,0.19152729452721057
DS03,mc.arima,arima,baseline,33,0.22019411450241697
DS03,mc.arima,arima,baseline,34,0.22380819336340574
DS03,mc.arima,arima,baseline,35,0.2149903909351814
DS03,mc.arima,arima,baseline,36,0.2340222645682739
DS03,mc.arima,arima,baseline,37,0.23674988971435368
DS03,mc.arima,arima,baseline,38,0.23622767743723183
DS03,mc.arima,arima,baseline,39,0.25689609494196886
DS03,mc.arima,arima,baseline,40,0.22294576894863083
DS03,mc.arima,arima,baseline,41,0.23033174287580396
DS03,mc.arima,arima,baseline,42,0.22320440393275143
DS03,mc.arima,arima,baseline,43,0.23398500491818167
DS03,mc.arima,arima,baseline,44,0.2703362747312961
DS03,mc.arima,arima,baseline,45,0.2905176281430048
DS03,mc.arima,arima,baseline,46,0.2575303809324729
DS03,mc.arima,arima,baseline,47,0.2751881493230715
DS03,mc.arima,arima,baseline,48,0.2754185474679772
DS03,mc.arima,arima,baseline,49,0.3234046335700356
DS03,mc.arima,arima,baseline,50,0.35449421342488985
DS03,mc.lm_OVERB,lm,OVERB,1,0.41779764891872634
DS03,mc.lm_OVERB,lm,OVERB,2,0.4396527024709094
DS03,mc.lm_OVERB,lm,OVERB,3,0.43330485407303104
DS03,mc.lm_OVERB,lm,OVERB,4,0.38071161526270936
DS03,mc.lm_OVERB,lm,OVERB,5,0.35526847383278065
DS03,mc.lm_OVERB,lm,OVERB,6,0.3454192651976146
DS03,mc.lm_OVERB,lm,OVERB,7,0.3075245810984089
DS03,mc.lm_OVERB,lm,OVERB,8,0.308509249270919
DS03,mc.lm_OVERB,lm,OVERB,9,0.31034193903499846
DS03,mc.lm_OVERB,lm,OVERB,10,0.31267635758276646
DS03,mc.lm_OVERB,lm,OVERB,11,0.32125989528540166
DS03,mc.lm_OVERB,lm,OVERB,12,0.32502409142261174
DS03,mc.lm_OVERB,lm,OVERB,13,0.32050097952566425
DS03,mc.lm_OVERB,lm,OVERB,14,0.30546337480112107
DS03,mc.lm_OVERB,lm,OVERB,15,0.2958652699866005
DS03,mc.lm_OVERB,lm,OVERB,16,0.26639177064839586
DS03,mc.lm_OVERB,lm,OVERB,17,0.2600781620779782
DS03,mc.lm_OVERB,lm,OVERB,18,0.2727023115815268
DS03,mc.lm_OVERB,lm,OVERB,19,0.28985735159523546
DS03,mc.lm_OVERB,lm,OVERB,20,0.29528822152734796
DS03,mc.lm_OVERB,lm,OVERB,21,0.2688101767010942
DS03,mc.lm_OVERB,lm,OVERB,22,0.21209806274020562
DS03,mc.lm_OVERB,lm,OVERB,23,0.21392929063151395
DS03,mc.lm_OVERB,lm,OVERB,24,0.20604240771754825
DS03,mc.lm_OVERB,lm,OVERB,25,0.21671169783598737
DS03,mc.lm_OVERB,lm,OVERB,26,0.2143358139313507
DS03,mc.lm_OVERB,lm,OVERB,27,0.21020684639409182
DS03,mc.lm_OVERB,lm,OVERB,28,0.2122800319968096
DS03,mc.lm_OVERB,lm,OVERB,29,0.20092515454240312
DS03,mc.lm_OVERB,lm,OVERB,30,0.17338395573443427
DS03,mc.lm_OVERB,lm,OVERB,31,0.170920152521722
DS03,mc.lm_OVERB,lm,OVERB,32,0.17529409939948193
DS03,mc.lm_OVERB,lm,OVERB,33,0.2173042314953445
DS03,mc.lm_OVERB,lm,OVERB,34,0.22422949029674202
DS03,mc.lm_OVERB,lm,OVERB,35,0.21597513715432537
DS03,mc.lm_OVERB,lm,OVERB,36,0.236013307358519
DS03,mc.lm_OVERB,lm,OVERB,37,0.24439075564844606
DS03,mc.lm_OVERB,lm,OVERB,38,0.23081271658807478
DS03,mc.lm_OVERB,lm,OVERB,39,0.24164736084943247
DS03,mc.lm_OVERB,lm,OVERB,40,0.20200781045197577
DS03,mc.lm_OVERB,lm,OVERB,41,0.21574609005419285
DS03,mc.lm_OVERB,lm,OVERB,42,0.2213844312126459
DS03,mc.lm_OVERB,lm,OVERB,43,0.2193996739330977
DS03,mc.lm_OVERB,lm,OVERB,44,0.2565801910684762
DS03,mc.lm_OVERB,lm,OVERB,45,0.2541082511386777
DS03,mc.lm_OVERB,lm,OVERB,46,0.21383023254657105
DS03,mc.lm_OVERB,lm,OVERB,47,0.22384100154579667
DS03,mc.lm_OVERB,lm,OVERB,48,0.22899564635444258
DS03,mc.lm_OVERB,lm,OVERB,49,0.30385417870698633
DS03,mc.lm_OVERB,lm,OVERB,50,0.2901100778768728
DS03,mc.lm_OVERTPhi,lm,OVERTPhi,1,0.4345686804787441
DS03,mc.lm_OVERTPhi,lm,OVERTPhi,2,0.43676532128415657
DS03,mc.lm_OVERTPhi,lm,OVERTPhi,3,0.4281907285882862
DS03,mc.lm_OVERTPhi,lm,OVERTPhi,4,0.3565947291095462
DS03,mc.lm_OVERTPhi,lm,OVERTPhi,5,0.33392150049996816
DS03,mc.lm_OVERTPhi,lm,OVERTPhi,6,0.33616195523369446
DS03,mc.lm_OVERTPhi,lm,OVERTPhi,7,0.3065694464921047
DS03,mc.lm_OVERTPhi,lm,OVERTPhi,8,0.3104686399219277
DS03,mc.lm_OVERTPhi,lm,OVERTPhi,9,0.3039569346402939
