dataset_id,workflow,model_family,strategy,iteration,sera
DS07,mc.BDES,BDES,baseline,1,17.73110557288037
DS07,mc.BDES,BDES,baseline,2,17.773504232321823
DS07,mc.BDES,BDES,baseline,3,17.801300563703773
DS07,mc.BDES,BDES,baseline,4,17.822431464005355
DS07,mc.BDES,BDES,baseline,5,18.459924213495853
DS07,mc.BDES,BDES,baseline,6,18.558165701581338
DS07,mc.BDES,BDES,baseline,7,18.585763932034247
DS07,mc.BDES,BDES,baseline,8,18.8083187027115
DS07,mc.BDES,BDES,baseline,9,18.675544037392
DS07,mc.BDES,BDES,baseline,10,18.66774171692216
DS07,mc.BDES,BDES,baseline,11,18.587697483475907
DS07,mc.BDES,BDES,baseline,12,18.687517143830288
DS07,mc.BDES,BDES,baseline,13,18.725170287163294
DS07,mc.BDES,BDES,baseline,14,18.565606529722714
DS07,mc.BDES,BDES,baseline,15,18.606287279962427
DS07,mc.BDES,BDES,baseline,16,18.666290814664592
DS07,mc.BDES,BDES,baseline,17,18.602961119456562
DS07,mc.BDES,BDES,baseline,18,18.6746597331433
DS07,mc.BDES,BDES,baseline,19,18.84196041765019
DS07,mc.BDES,BDES,baseline,20,18.09545222721705
DS07,mc.BDES,BDES,baseline,21,17.317067573752777
DS07,mc.BDES,BDES,baseline,22,17.171590859334803
DS07,mc.BDES,BDES,baseline,23,17.18990905748843
DS07,mc.BDES,BDES,baseline,24,17.03141744909403
DS07,mc.BDES,BDES,baseline,25,16.9960975468444
DS07,mc.BDES,BDES,baseline,26,16.7639757173225
DS07,mc.BDES,BDES,baseline,27,17.18881994490808
DS07,mc.BDES,BDES,baseline,28,17.281445564880713
DS07,mc.BDES,BDES,baseline,29,17.483535164765414
DS07,mc.BDES,BDES,baseline,30,17.16950554935038
DS07,mc.BDES,BDES,baseline,31,16.67538649512079
DS07,mc.BDES,BDES,baseline,32,16.618345762072906
DS07,mc.BDES,BDES,baseline,33,15.882596636094805
DS07,mc.BDES,BDES,baseline,34,15.929843859089775
DS07,mc.BDES,BDES,baseline,35,15.727723024430126
DS07,mc.BDES,BDES,baseline,36,15.733046844354035
DS07,mc.BDES,BDES,baseline,37,15.494228459273094
DS07,mc.BDES,BDES,baseline,38,15.471992905635222
DS07,mc.BDES,BDES,baseline,39,15.459316091724057
DS07,mc.BDES,BDES,baseline,40,15.763930438694764
DS07,mc.BDES,BDES,baseline,41,15.900045035927015
DS07,mc.BDES,BDES,baseline,42,15.81542168474069
DS07,mc.BDES,BDES,baseline,43,15.427982275529612
DS07,mc.BDES,BDES,baseline,44,15.333698276284823
DS07,mc.BDES,BDES,baseline,45,15.183687818080108
DS07,mc.BDES,BDES,baseline,46,15.234040348276364
DS07,mc.BDES,BDES,baseline,47,15.26028572767674
DS07,mc.BDES,BDES,baseline,48,15.369485269067434
DS07,mc.BDES,BDES,baseline,49,15.37315637307857
DS07,mc.BDES,BDES,baseline,50,16.047745823290494
DS07,mc.arima,arima,baseline,1,17.713614694218315
DS07,mc.arima,arima,baseline,2,17.71582353117314
DS07,mc.arima,arima,baseline,3,17.66745671955463
DS07,mc.arima,arima,baseline,4,17.698984370358154
DS07,mc.arima,arima,baseline,5,18.409488615656574
DS07,mc.arima,arima,baseline,6,19.167667198497345
DS07,mc.arima,arima,baseline,7,18.502722261743987
DS07,mc.arima,arima,baseline,8,18.73692920290037
DS07,mc.arima,arima,baseline,9,18.52863122692744
DS07,mc.arima,arima,baseline,10,19.63954344131894
DS07,mc.arima,arima,baseline,11,18.448426514128045
DS07,mc.arima,arima,baseline,12,18.567893884250296
DS07,mc.arima,arima,baseline,13,19.23401429408241
DS07,mc.arima,arima,baseline,14,18.436914898146338
DS07,mc.arima,arima,baseline,15,18.55737535825513
DS07,mc.arima,arima,baseline,16,18.50554753427126
DS07,mc.arima,arima,baseline,17,18.449013923330906
DS07,mc.arima,arima,baseline,18,18.546167936261472
DS07,mc.arima,arima,baseline,19,18.687477410352525
DS07,mc.arima,arima,baseline,20,17.87482136454883
DS07,mc.arima,arima,baseline,21,17.188285780896802
DS07,mc.arima,arima,baseline,22,17.07124289128462
DS07,mc.arima,arima,baseline,23,17.0865213580727
DS07,mc.arima,arima,baseline,24,16.956326760549057
DS07,mc.arima,arima,baseline,25,16.87696572199507
DS07,mc.arima,arima,baseline,26,16.541823821509304
DS07,mc.arima,arima,baseline,27,17.015397388777917
DS07,mc.arima,arima,baseline,28,17.073791576711784
DS07,mc.arima,arima,baseline,29,17.2931575692809
DS07,mc.arima,arima,baseline,30,17.07572828379368
DS07,mc.arima,arima,baseline,31,17.61320963433693
DS07,mc.arima,arima,baseline,32,16.65808847199213
DS07,mc.arima,arima,baseline,33,15.914809522847863
DS07,mc.arima,arima,baseline,34,16.83486382066919
DS07,mc.arima,arima,baseline,35,15.65779198261343
DS07,mc.arima,arima,baseline,36,15.72621674412775
DS07,mc.arima,arima,baseline,37,16.40740908584059
DS07,mc.arima,arima,baseline,38,15.545561700094384
DS07,mc.arima,arima,baseline,39,15.478783864599606
DS07,mc.arima,arima,baseline,40,15.812772139727027
DS07,mc.arima,arima,baseline,41,15.927803471115226
DS07,mc.arima,arima,baseline,42,15.793462631599393
DS07,mc.arima,arima,baseline,43,16.411808573027987
DS07,mc.arima,arima,baseline,44,15.425828812254675
DS07,mc.arima,arima,baseline,45,15.208846614414796
DS07,mc.arima,arima,baseline,46,16.290372949265777
DS07,mc.arima,arima,baseline,47,15.314551680410888
DS07,mc.arima,arima,baseline,48,16.41785256780751
DS07,mc.arima,arima,baseline,49,15.450151286380846
DS07,mc.arima,arima,baseline,50,16.1177228023896
DS07,mc.lm_OVERB,lm,OVERB,1,16.969978008525775
DS07,mc.lm_OVERB,lm,OVERB,2,16.98926338661804
DS07,mc.lm_OVERB,lm,OVERB,3,16.861779443614594
DS07,mc.lm_OVERB,lm,OVERB,4,17.03051065665876
DS07,mc.lm_OVERB,lm,OVERB,5,17.46624118934624
DS07,mc.lm_OVERB,lm,OVERB,6,17.49376105388895
DS07,mc.lm_OVERB,lm,OVERB,7,17.499561101943588
DS07,mc.lm_OVERB,lm,OVERB,8,17.619418996764356
DS07,mc.lm_OVERB,lm,OVERB,9,17.469711969468662
DS07,mc.lm_OVERB,lm,OVERB,10,17.377769050592132
DS07,mc.lm_OVERB,lm,OVERB,11,17.294130136301057
DS07,mc.lm_OVERB,lm,OVERB,12,17.279087800589313
DS07,mc.lm_OVERB,lm,OVERB,13,17.239570573115472
DS07,mc.lm_OVERB,lm,OVERB,14,17.079761021561303
DS07,mc.lm_OVERB,lm,OVERB,15,17.03562614578006
DS07,mc.lm_OVERB,lm,OVERB,16,17.106379813999258
DS07,mc.lm_OVERB,lm,OVERB,17,16.901936665086122
DS07,mc.lm_OVERB,lm,OVERB,18,16.938691592482463
DS07,mc.lm_OVERB,lm,OVERB,19,17.02415897300167
DS07,mc.lm_OVERB,lm,OVERB,20,16.284602573861562
DS07,mc.lm_OVERB,lm,OVERB,21,15.565198750954647
DS07,mc.lm_OVERB,lm,OVERB,22,15.568193932533916
DS07,mc.lm_OVERB,lm,OVERB,23,15.283953398396024
DS07,mc.lm_OVERB,lm,OVERB,24,15.222637160393939
DS07,mc.lm_OVERB,lm,OVERB,25,15.048188535565783
DS07,mc.lm_OVERB,lm,OVERB,26,14.756889295188609
DS07,mc.lm_OVERB,lm,OVERB,27,14.9675847482056
DS07,mc.lm_OVERB,lm,OVERB,28,14.998474096051407
DS07,mc.lm_OVERB,lm,OVERB,29,15.286360119601705
DS07,mc.lm_OVERB,lm,OVERB,30,15.070434653321664
DS07,mc.lm_OVERB,lm,OVERB,31,14.751114888653824
DS07,mc.lm_OVERB,lm,OVERB,32,14.555323074223416
DS07,mc.lm_OVERB,lm,OVERB,33,14.236914769870816
DS07,mc.lm_OVERB,lm,OVERB,34,14.241179433107927
DS07,mc.lm_OVERB,lm,OVERB,35,14.01581882917474
DS07,mc.lm_OVERB,lm,OVERB,36,14.099820790365737
DS07,mc.lm_OVERB,lm,OVERB,37,13.817917703499623
DS07,mc.lm_OVERB,lm,OVERB,38,13.78581449577962
DS07,mc.lm_OVERB,lm,OVERB,39,13.76360909151111
DS07,mc.lm_OVERB,lm,OVERB,40,14.120448730559213
DS07,mc.lm_OVERB,lm,OVERB,41,14.23064219000845
DS07,mc.lm_OVERB,lm,OVERB,42,14.035769300488287
DS07,mc.lm_OVERB,lm,OVERB,43,13.643212707207695
DS07,mc.lm_OVERB,lm,OVERB,44,13.680651256973473
DS07,mc.lm_OVERB,lm,OVERB,45,13.584420295899161
DS07,mc.lm_OVERB,lm,OVERB,46,13.564013969397584
DS07,mc.lm_OVERB,lm,OVERB,47,13.491885319221733
DS07,mc.lm_OVERB,lm,OVERB,48,13.741735247428412
DS07,mc.lm_OVERB,lm,OVERB,49,13.718167602215296
DS07,mc.lm_OVERB,lm,OVERB,50,14.23894019163891
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,1,17.01397561605456
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,2,16.95601456135354
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,3,16.916223018567077
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,4,17.03187634687043
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,5,17.436216701650174
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,6,17.436695037175703
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,7,17.439732742472525
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,8,17.58591866631115
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,9,17.479123871844692
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,10,17.428202106878803
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,11,17.36894055098997
DS07,mc.lm_OVERTPhi,lm,OVERTPhi,12,17.367438702792985
