dataset_id,workflow,model_family,strategy,iteration,sera
DS01,mc.BDES,BDES,baseline,1,0.48947530724700195
DS01,mc.BDES,BDES,baseline,2,0.47224313326497125
DS01,mc.BDES,BDES,baseline,3,0.42889399367759073
DS01,mc.BDES,BDES,baseline,4,0.38625344256154215
DS01,mc.BDES,BDES,baseline,5,0.357578444701547
DS01,mc.BDES,BDES,baseline,6,0.35254416980169134
DS01,mc.BDES,BDES,baseline,7,0.33403237911382005
DS01,mc.BDES,BDES,baseline,8,0.3295919267653177
DS01,mc.BDES,BDES,baseline,9,0.3269988618198825
DS01,mc.BDES,BDES,baseline,10,0.32436904458741794
DS01,mc.BDES,BDES,baseline,11,0.3198357066737728
DS01,mc.BDES,BDES,baseline,12,0.3170029732234354
DS01,mc.BDES,BDES,baseline,13,0.3167946569413406
DS01,mc.BDES,BDES,baseline,14,0.2952025037899423
DS01,mc.BDES,BDES,baseline,15,0.27726948621200037
DS01,mc.BDES,BDES,baseline,16,0.2351263591868602
DS01,mc.BDES,BDES,baseline,17,0.22873082106030154
DS01,mc.BDES,BDES,baseline,18,0.2138231769067081
DS01,mc.BDES,BDES,baseline,19,0.20795518796466672
DS01,mc.BDES,BDES,baseline,20,0.20002178173799556
DS01,mc.BDES,BDES,baseline,21,0.16891639123002666
DS01,mc.BDES,BDES,baseline,22,0.16804466643405147
DS01,mc.BDES,BDES,baseline,23,0.1630499958352205
DS01,mc.BDES,BDES,baseline,24,0.1642634820625296
DS01,mc.BDES,BDES,baseline,25,0.1632964850839504
DS01,mc.BDES,BDES,baseline,26,0.15544077035885107
DS01,mc.BDES,BDES,baseline,27,0.15404626740162092
DS01,mc.BDES,BDES,baseline,28,0.17026986702422528
DS01,mc.BDES,BDES,baseline,29,0.1372691509268555
DS01,mc.BDES,BDES,baseline,30,0.13207394819573032
DS01,mc.BDES,BDES,baseline,31,0.1321224140203643
DS01,mc.BDES,BDES,baseline,32,0.13087907810115568
DS01,mc.BDES,BDES,baseline,33,0.12727531779772386
DS01,mc.BDES,BDES,baseline,34,0.11742864725028172
DS01,mc.BDES,BDES,baseline,35,0.11887446931695081
DS01,mc.BDES,BDES,baseline,36,0.11616586695901812
DS01,mc.BDES,BDES,baseline,37,0.11575449638339724
DS01,mc.BDES,BDES,baseline,38,0.11919181023739936
DS01,mc.BDES,BDES,baseline,39,0.13194416170047613
DS01,mc.BDES,BDES,baseline,40,0.1316717016855686
DS01,mc.BDES,BDES,baseline,41,0.13133888578620695
DS01,mc.BDES,BDES,baseline,42,0.13029582015531987
DS01,mc.BDES,BDES,baseline,43,0.13687300270460373
DS01,mc.BDES,BDES,baseline,44,0.14187093499290881
DS01,mc.BDES,BDES,baseline,45,0.14034483775988943
DS01,mc.BDES,BDES,baseline,46,0.14447902407791335
DS01,mc.BDES,BDES,baseline,47,0.17331138047855071
DS01,mc.BDES,BDES,baseline,48,0.1522044318117407
DS01,mc.BDES,BDES,baseline,49,0.14789051755690213
DS01,mc.BDES,BDES,baseline,50,0.13511795209729813
DS01,mc.arima,arima,baseline,1,0.45358095711086344
DS01,mc.arima,arima,baseline,2,0.4439360126405446
DS01,mc.arima,arima,baseline,3,0.40874203908572726
DS01,mc.arima,arima,baseline,4,0.3795506097265664
DS01,mc.arima,arima,baseline,5,0.3585634426054742
DS01,mc.arima,arima,baseline,6,0.3388140969627807
DS01,mc.arima,arima,baseline,7,0.31472273900646547
DS01,mc.arima,arima,baseline,8,0.31358071036926377
DS01,mc.arima,arima,baseline,9,0.3221766771406632
DS01,mc.arima,arima,baseline,10,0.3101097503149966
DS01,mc.arima,arima,baseline,11,0.3152139663989159
DS01,mc.arima,arima,baseline,12,0.3115094133239144
DS01,mc.arima,arima,baseline,13,0.31512803284100943
