dataset_id,workflow,model_family,strategy,iteration,sera
DS05,mc.BDES,BDES,baseline,1,1.2409101327702832
DS05,mc.BDES,BDES,baseline,2,1.2114867978019734
DS05,mc.BDES,BDES,baseline,3,1.0909173355129547
DS05,mc.BDES,BDES,baseline,4,1.1025125860629992
DS05,mc.BDES,BDES,baseline,5,1.174080460784981
DS05,mc.BDES,BDES,baseline,6,1.1655378630011657
DS05,mc.BDES,BDES,baseline,7,1.1665788674162765
DS05,mc.BDES,BDES,baseline,8,1.1708441793512567
DS05,mc.BDES,BDES,baseline,9,1.169854543088338
DS05,mc.BDES,BDES,baseline,10,1.1634457284052622
DS05,mc.BDES,BDES,baseline,11,1.1573144966054318
DS05,mc.BDES,BDES,baseline,12,1.1697984724459047
DS05,mc.BDES,BDES,baseline,13,1.167790985064182
DS05,mc.BDES,BDES,baseline,14,1.1695999463182167
DS05,mc.BDES,BDES,baseline,15,1.169278671812572
DS05,mc.BDES,BDES,baseline,16,1.1710410650852447
DS05,mc.BDES,BDES,baseline,17,1.1703677741293677
DS05,mc.BDES,BDES,baseline,18,1.1727220347936071
DS05,mc.BDES,BDES,baseline,19,1.1775551361348429
DS05,mc.BDES,BDES,baseline,20,1.1675239689198693
DS05,mc.BDES,BDES,baseline,21,1.2240861839473247
DS05,mc.BDES,BDES,baseline,22,1.1929022529691178
DS05,mc.BDES,BDES,baseline,23,1.2060688237774297
DS05,mc.BDES,BDES,baseline,24,1.213449136359064
DS05,mc.BDES,BDES,baseline,25,1.1997585292520807
DS05,mc.BDES,BDES,baseline,26,1.203287338842241
DS05,mc.BDES,BDES,baseline,27,1.1715681994274958
DS05,mc.BDES,BDES,baseline,28,1.172675047082205
DS05,mc.BDES,BDES,baseline,29,1.161965765605851
DS05,mc.BDES,BDES,baseline,30,1.1593073777658214
DS05,mc.BDES,BDES,baseline,31,1.167073274982919
DS05,mc.BDES,BDES,baseline,32,1.1809489122908576
DS05,mc.BDES,BDES,baseline,33,1.2126119981795673
