dataset_id,workflow,model_family,strategy,iteration,rmse
DS10,mc.BDES,BDES,baseline,1,2.1933243866898082
DS10,mc.BDES,BDES,baseline,2,2.1961765759807137
DS10,mc.BDES,BDES,baseline,3,2.2117821326392635
DS10,mc.BDES,BDES,baseline,4,2.2100992892041647
DS10,mc.BDES,BDES,baseline,5,2.212127465359326
DS10,mc.BDES,BDES,baseline,6,2.239656078224519
DS10,mc.BDES,BDES,baseline,7,2.2375133029414744
DS10,mc.BDES,BDES,baseline,8,2.2470652417467414
DS10,mc.BDES,BDES,baseline,9,2.240137735187985
DS10,mc.BDES,BDES,baseline,10,2.2391516931886724
DS10,mc.BDES,BDES,baseline,11,2.252068974527591
DS10,mc.BDES,BDES,baseline,12,2.242832587850281
DS10,mc.BDES,BDES,baseline,13,2.2265256272693215
DS10,mc.BDES,BDES,baseline,14,2.232899912899997
DS10,mc.BDES,BDES,baseline,15,2.249404487157105
DS10,mc.BDES,BDES,baseline,16,2.2527920189172734
DS10,mc.BDES,BDES,baseline,17,2.244708574783339
DS10,mc.BDES,BDES,baseline,18,2.256155381694557
DS10,mc.BDES,BDES,baseline,19,2.261527942279725
DS10,mc.BDES,BDES,baseline,20,2.2589928299459263
DS10,mc.BDES,BDES,baseline,21,2.248131297936225
DS10,mc.BDES,BDES,baseline,22,2.2385604237409455
DS10,mc.BDES,BDES,baseline,23,2.237634603834681
DS10,mc.BDES,BDES,baseline,24,2.2153770437875346
DS10,mc.BDES,BDES,baseline,25,2.2211736236183817
DS10,mc.BDES,BDES,baseline,26,2.2420494102517257
DS10,mc.BDES,BDES,baseline,27,2.270558211563971
DS10,mc.BDES,BDES,baseline,28,2.2471895339728927
DS10,mc.BDES,BDES,baseline,29,2.251892427771958
DS10,mc.BDES,BDES,baseline,30,2.248825602503825
DS10,mc.BDES,BDES,baseline,31,2.2528319158002885
DS10,mc.BDES,BDES,baseline,32,2.2606948484590754
DS10,mc.BDES,BDES,baseline,33,2.248768032013358
DS10,mc.BDES,BDES,baseline,34,2.26524272029373
DS10,mc.BDES,BDES,baseline,35,2.2676286259877667
DS10,mc.BDES,BDES,baseline,36,2.2761924223307863
DS10,mc.BDES,BDES,baseline,37,2.258873095414012
DS10,mc.BDES,BDES,baseline,38,2.2607500856017095
DS10,mc.BDES,BDES,baseline,39,2.205399418731705
DS10,mc.BDES,BDES,baseline,40,2.2018226156467016
DS10,mc.BDES,BDES,baseline,41,2.1763858226863046
DS10,mc.BDES,BDES,baseline,42,2.1825811956916414
DS10,mc.BDES,BDES,baseline,43,2.184304506651695
DS10,mc.BDES,BDES,baseline,44,2.217290306653598
DS10,mc.BDES,BDES,baseline,45,2.1689737355290357
DS10,mc.BDES,BDES,baseline,46,2.1716344151433975
DS10,mc.BDES,BDES,baseline,47,2.1620348879502704
DS10,mc.BDES,BDES,baseline,48,2.164750489584002
DS10,mc.BDES,BDES,baseline,49,2.199531314472073
DS10,mc.BDES,BDES,baseline,50,2.1967363468082444
DS10,mc.arima,arima,baseline,1,2.1857600070507597
