dataset_id,workflow,model_family,strategy,iteration,rmse
DS12,mc.BDES,BDES,baseline,1,6.716552348369215
DS12,mc.BDES,BDES,baseline,2,6.663739833818968
DS12,mc.BDES,BDES,baseline,3,6.678255048493689
DS12,mc.BDES,BDES,baseline,4,6.59232925360799
DS12,mc.BDES,BDES,baseline,5,6.771911907631332
DS12,mc.BDES,BDES,baseline,6,7.0917583653528125
DS12,mc.BDES,BDES,baseline,7,7.360450426273405
DS12,mc.BDES,BDES,baseline,8,7.273832663499586
DS12,mc.BDES,BDES,baseline,9,7.313876803141271
DS12,mc.BDES,BDES,baseline,10,7.266732629563824
DS12,mc.BDES,BDES,baseline,11,7.31943765588272
DS12,mc.BDES,BDES,baseline,12,7.351780709023699
DS12,mc.BDES,BDES,baseline,13,7.240003653973683
DS12,mc.BDES,BDES,baseline,14,7.189891405239694
DS12,mc.BDES,BDES,baseline,15,6.99417983706248
DS12,mc.BDES,BDES,baseline,16,6.975901716662842
DS12,mc.BDES,BDES,baseline,17,6.958743285274568
DS12,mc.BDES,BDES,baseline,18,7.238272650652022
DS12,mc.BDES,BDES,baseline,19,7.242547770080048
DS12,mc.BDES,BDES,baseline,20,7.067429472294668
DS12,mc.BDES,BDES,baseline,21,7.232883350182234
DS12,mc.BDES,BDES,baseline,22,7.214943138933285
DS12,mc.BDES,BDES,baseline,23,7.288894528553546
DS12,mc.BDES,BDES,baseline,24,7.187590195174556
DS12,mc.BDES,BDES,baseline,25,7.210500481894159
DS12,mc.BDES,BDES,baseline,26,7.161600914500424
DS12,mc.BDES,BDES,baseline,27,7.1480089947474275
DS12,mc.BDES,BDES,baseline,28,7.141475730254119
DS12,mc.BDES,BDES,baseline,29,7.033288391515754
DS12,mc.BDES,BDES,baseline,30,7.033872475446187
DS12,mc.BDES,BDES,baseline,31,7.064560890974292
DS12,mc.BDES,BDES,baseline,32,6.984785478400329
DS12,mc.BDES,BDES,baseline,33,6.953253775717904
DS12,mc.BDES,BDES,baseline,34,6.918260320778369
DS12,mc.BDES,BDES,baseline,35,6.867566672920292
DS12,mc.BDES,BDES,baseline,36,6.860352569666585
DS12,mc.BDES,BDES,baseline,37,6.897662834475526
DS12,mc.BDES,BDES,baseline,38,6.929135228649986
DS12,mc.BDES,BDES,baseline,39,6.96385354775685
DS12,mc.BDES,BDES,baseline,40,6.91642137942457
DS12,mc.BDES,BDES,baseline,41,6.855566106895569
DS12,mc.BDES,BDES,baseline,42,6.835681286869711
DS12,mc.BDES,BDES,baseline,43,6.838700810077553
DS12,mc.BDES,BDES,baseline,44,6.858018012117025
DS12,mc.BDES,BDES,baseline,45,6.83227756589733
DS12,mc.BDES,BDES,baseline,46,6.795303350203508
DS12,mc.BDES,BDES,baseline,47,6.822600930584642
DS12,mc.BDES,BDES,baseline,48,6.771939460743195
DS12,mc.BDES,BDES,baseline,49,6.65787664981837
DS12,mc.BDES,BDES,baseline,50,6.600986210907552
DS12,mc.arima,arima,baseline,1,7.439395587149641
DS12,mc.arima,arima,baseline,2,7.509877650389119
DS12,mc.arima,arima,baseline,3,7.6807810881375875
DS12,mc.arima,arima,baseline,4,7.523669898234028
DS12,mc.arima,arima,baseline,5,7.693851759283435
DS12,mc.arima,arima,baseline,6,7.835193057216127
DS12,mc.arima,arima,baseline,7,8.14540668147083
DS12,mc.arima,arima,baseline,8,8.077277560631813
DS12,mc.arima,arima,baseline,9,7.968100302007439
DS12,mc.arima,arima,baseline,10,7.9683509270718735
DS12,mc.arima,arima,baseline,11,8.087592111076857
DS12,mc.arima,arima,baseline,12,8.089373279554316
DS12,mc.arima,arima,baseline,13,8.015714253957807
DS12,mc.arima,arima,baseline,14,7.830783867128551
DS12,mc.arima,arima,baseline,15,7.645883535418426
DS12,mc.arima,arima,baseline,16,7.6042677903820906
DS12,mc.arima,arima,baseline,17,7.708766604832229
DS12,mc.arima,arima,baseline,18,7.885990975709569
DS12,mc.arima,arima,baseline,19,7.854237746380571
DS12,mc.arima,arima,baseline,20,7.737980165666185
DS12,mc.arima,arima,baseline,21,7.922620638504863
DS12,mc.arima,arima,baseline,22,7.871435233580982
DS12,mc.arima,arima,baseline,23,8.00663045213563
DS12,mc.arima,arima,baseline,24,8.01347996218663
DS12,mc.arima,arima,baseline,25,7.970875288815697
DS12,mc.arima,arima,baseline,26,7.930615933288401
DS12,mc.arima,arima,baseline,27,7.930209573186252
DS12,mc.arima,arima,baseline,28,7.84234510069293
DS12,mc.arima,arima,baseline,29,7.748620719133823
DS12,mc.arima,arima,baseline,30,7.707849447829984
DS12,mc.arima,arima,baseline,31,7.763968159326659
DS12,mc.arima,arima,baseline,32,7.627089269806772
DS12,mc.arima,arima,baseline,33,7.52447351222158
DS12,mc.arima,arima,baseline,34,7.431267209288141
DS12,mc.arima,arima,baseline,35,7.423688090204373
DS12,mc.arima,arima,baseline,36,7.4074045711360545
DS12,mc.arima,arima,baseline,37,7.501151877818602
DS12,mc.arima,arima,baseline,38,7.4807000023355785
DS12,mc.arima,arima,baseline,39,7.526740385562139
DS12,mc.arima,arima,baseline,40,7.482759668854962
DS12,mc.arima,arima,baseline,41,7.48531705253288
DS12,mc.arima,arima,baseline,42,7.501277783875475
DS12,mc.arima,arima,baseline,43,7.398854613093096
DS12,mc.arima,arima,baseline,44,7.577264058692669
DS12,mc.arima,arima,baseline,45,7.543647744464162
DS12,mc.arima,arima,baseline,46,7.405146230219538
DS12,mc.arima,arima,baseline,47,7.402502517141172
DS12,mc.arima,arima,baseline,48,7.375712406196488
DS12,mc.arima,arima,baseline,49,7.356885673264767
DS12,mc.arima,arima,baseline,50,7.3418198620918576
DS12,mc.lm_OVERB,lm,OVERB,1,8.93364732133767
DS12,mc.lm_OVERB,lm,OVERB,2,9.029267643606703
DS12,mc.lm_OVERB,lm,OVERB,3,8.831516401946699
DS12,mc.lm_OVERB,lm,OVERB,4,8.814737986154471
DS12,mc.lm_OVERB,lm,OVERB,5,8.905355604727735
DS12,mc.lm_OVERB,lm,OVERB,6,8.597006757751565
DS12,mc.lm_OVERB,lm,OVERB,7,9.057162089659288
DS12,mc.lm_OVERB,lm,OVERB,8,9.099113187252744
DS12,mc.lm_OVERB,lm,OVERB,9,8.943540480207648
DS12,mc.lm_OVERB,lm,OVERB,10,8.817264335134078
DS12,mc.lm_OVERB,lm,OVERB,11,9.31708113723557
DS12,mc.lm_OVERB,lm,OVERB,12,9.070907745579163
DS12,mc.lm_OVERB,lm,OVERB,13,9.353665419333048
