dataset_id,workflow,model_family,strategy,iteration,rmse
DS20,mc.BDES,BDES,baseline,1,0.009024934907215463
DS20,mc.BDES,BDES,baseline,2,0.00885321708460076
DS20,mc.BDES,BDES,baseline,3,0.008713056259004003
DS20,mc.BDES,BDES,baseline,4,0.008689571694069372
DS20,mc.BDES,BDES,baseline,5,0.008662460661525324
DS20,mc.BDES,BDES,baseline,6,0.008584328763639296
DS20,mc.BDES,BDES,baseline,7,0.008606845572152811
DS20,mc.BDES,BDES,baseline,8,0.008658128567773376
DS20,mc.BDES,BDES,baseline,9,0.00895144126089528
DS20,mc.BDES,BDES,baseline,10,0.008871950601594836
DS20,mc.BDES,BDES,baseline,11,0.00900646467075389
DS20,mc.BDES,BDES,baseline,12,0.00906198267614276
DS20,mc.BDES,BDES,baseline,13,0.009011073013167788
DS20,mc.BDES,BDES,baseline,14,0.008914566645109458
DS20,mc.BDES,BDES,baseline,15,0.008947630493553684
DS20,mc.BDES,BDES,baseline,16,0.008918470685098677
DS20,mc.BDES,BDES,baseline,17,0.008889801651535571
DS20,mc.BDES,BDES,baseline,18,0.008891517320960487
DS20,mc.BDES,BDES,baseline,19,0.008964476429076506
DS20,mc.BDES,BDES,baseline,20,0.008799071699580142
DS20,mc.BDES,BDES,baseline,21,0.008864073450243844
DS20,mc.BDES,BDES,baseline,22,0.008757021117797512
DS20,mc.BDES,BDES,baseline,23,0.008682853444623157
DS20,mc.BDES,BDES,baseline,24,0.008592196886689262
DS20,mc.BDES,BDES,baseline,25,0.008331213501007718
DS20,mc.BDES,BDES,baseline,26,0.008381121819786383
DS20,mc.BDES,BDES,baseline,27,0.007497119553708588
DS20,mc.BDES,BDES,baseline,28,0.00734110429653736
DS20,mc.BDES,BDES,baseline,29,0.007060714872038888
DS20,mc.BDES,BDES,baseline,30,0.006742524050211756
DS20,mc.BDES,BDES,baseline,31,0.006799114616244368
DS20,mc.BDES,BDES,baseline,32,0.006740867314311499
DS20,mc.BDES,BDES,baseline,33,0.006473197622072186
DS20,mc.BDES,BDES,baseline,34,0.006538079966196989
DS20,mc.BDES,BDES,baseline,35,0.0064317862395068225
DS20,mc.BDES,BDES,baseline,36,0.006414581368821384
DS20,mc.BDES,BDES,baseline,37,0.006428186522810212
DS20,mc.BDES,BDES,baseline,38,0.006376681684492233
DS20,mc.BDES,BDES,baseline,39,0.006281029903226547
DS20,mc.BDES,BDES,baseline,40,0.006274478197645365
DS20,mc.BDES,BDES,baseline,41,0.006373733112457041
DS20,mc.BDES,BDES,baseline,42,0.005939927441804882
DS20,mc.BDES,BDES,baseline,43,0.005927058632600077
DS20,mc.BDES,BDES,baseline,44,0.00593084581328786
DS20,mc.BDES,BDES,baseline,45,0.005990898561705327
DS20,mc.BDES,BDES,baseline,46,0.005991536710009646
DS20,mc.BDES,BDES,baseline,47,0.005955750026853894
DS20,mc.BDES,BDES,baseline,48,0.005915811069492617
DS20,mc.BDES,BDES,baseline,49,0.0059386242603349
DS20,mc.BDES,BDES,baseline,50,0.005967327828049286
DS20,mc.arima,arima,baseline,1,0.00948925468366214
DS20,mc.arima,arima,baseline,2,0.009346824749903736
DS20,mc.arima,arima,baseline,3,0.009136159476858809
DS20,mc.arima,arima,baseline,4,0.00914725671754637
DS20,mc.arima,arima,baseline,5,0.00910373809019882
DS20,mc.arima,arima,baseline,6,0.009077577433516651
DS20,mc.arima,arima,baseline,7,0.009078917985517193
DS20,mc.arima,arima,baseline,8,0.009058372953205654
DS20,mc.arima,arima,baseline,9,0.009217014671176471
DS20,mc.arima,arima,baseline,10,0.009133074760868543
DS20,mc.arima,arima,baseline,11,0.009073496762075263
DS20,mc.arima,arima,baseline,12,0.009111819555573707
DS20,mc.arima,arima,baseline,13,0.00914729982476669
DS20,mc.arima,arima,baseline,14,0.009086118769252421
DS20,mc.arima,arima,baseline,15,0.009116438668377786
DS20,mc.arima,arima,baseline,16,0.009148993791630361
DS20,mc.arima,arima,baseline,17,0.009159358407134407
DS20,mc.arima,arima,baseline,18,0.009245013366747405
DS20,mc.arima,arima,baseline,19,0.009059201154583942
DS20,mc.arima,arima,baseline,20,0.008967595376229395
DS20,mc.arima,arima,baseline,21,0.009062111551822996
DS20,mc.arima,arima,baseline,22,0.008948167351467523
DS20,mc.arima,arima,baseline,23,0.008880067107142434
DS20,mc.arima,arima,baseline,24,0.008821277157719581
DS20,mc.arima,arima,baseline,25,0.008578885055051664
DS20,mc.arima,arima,baseline,26,0.008454316737694863
DS20,mc.arima,arima,baseline,27,0.007884578996004017
DS20,mc.arima,arima,baseline,28,0.007471996582610838
DS20,mc.arima,arima,baseline,29,0.007131592421436726
DS20,mc.arima,arima,baseline,30,0.006809938153517359
DS20,mc.arima,arima,baseline,31,0.006820849431693402
DS20,mc.arima,arima,baseline,32,0.006793054826826904
DS20,mc.arima,arima,baseline,33,0.006631603267921752
DS20,mc.arima,arima,baseline,34,0.006757299263754145
DS20,mc.arima,arima,baseline,35,0.0066796695877865495
DS20,mc.arima,arima,baseline,36,0.006616529614481569
DS20,mc.arima,arima,baseline,37,0.006594743185549663
DS20,mc.arima,arima,baseline,38,0.006460214112930124
DS20,mc.arima,arima,baseline,39,0.006412116410667195
DS20,mc.arima,arima,baseline,40,0.0063641956729241006
DS20,mc.arima,arima,baseline,41,0.006445809593217257
DS20,mc.arima,arima,baseline,42,0.006112602744800742
DS20,mc.arima,arima,baseline,43,0.006096010528179264
DS20,mc.arima,arima,baseline,44,0.006094716064792053
DS20,mc.arima,arima,baseline,45,0.006126232652771747
