dataset_id,workflow,model_family,strategy,iteration,rmse
DS19,mc.BDES,BDES,baseline,1,0.013862319127567763
DS19,mc.BDES,BDES,baseline,2,0.013732946775076254
DS19,mc.BDES,BDES,baseline,3,0.0137997577311467
DS19,mc.BDES,BDES,baseline,4,0.013721764277542679
DS19,mc.BDES,BDES,baseline,5,0.013727508204678694
DS19,mc.BDES,BDES,baseline,6,0.013895108015948754
DS19,mc.BDES,BDES,baseline,7,0.013863151395863771
DS19,mc.BDES,BDES,baseline,8,0.013856166413301198
DS19,mc.BDES,BDES,baseline,9,0.01408851285877654
DS19,mc.BDES,BDES,baseline,10,0.014143228350432295
DS19,mc.BDES,BDES,baseline,11,0.014129725885748783
DS19,mc.BDES,BDES,baseline,12,0.014067920526768824
DS19,mc.BDES,BDES,baseline,13,0.01411692871360824
DS19,mc.BDES,BDES,baseline,14,0.014026647382125657
DS19,mc.BDES,BDES,baseline,15,0.014073457584618808
DS19,mc.BDES,BDES,baseline,16,0.014081842368154473
DS19,mc.BDES,BDES,baseline,17,0.014048839171424991
DS19,mc.BDES,BDES,baseline,18,0.013968462510521602
DS19,mc.BDES,BDES,baseline,19,0.013963829696520495
DS19,mc.BDES,BDES,baseline,20,0.013854631257622083
DS19,mc.BDES,BDES,baseline,21,0.013821273960299434
DS19,mc.BDES,BDES,baseline,22,0.013509899120280153
DS19,mc.BDES,BDES,baseline,23,0.01336866212534117
DS19,mc.BDES,BDES,baseline,24,0.013388726715854435
DS19,mc.BDES,BDES,baseline,25,0.011592910626244365
DS19,mc.BDES,BDES,baseline,26,0.011645900823439817
DS19,mc.BDES,BDES,baseline,27,0.011104247931343838
DS19,mc.BDES,BDES,baseline,28,0.010994422643363103
DS19,mc.BDES,BDES,baseline,29,0.010855498387108172
DS19,mc.BDES,BDES,baseline,30,0.01030224369717951
DS19,mc.BDES,BDES,baseline,31,0.01027254184847949
DS19,mc.BDES,BDES,baseline,32,0.010131495654158693
DS19,mc.BDES,BDES,baseline,33,0.010103079229977604
DS19,mc.BDES,BDES,baseline,34,0.009965185549192972
DS19,mc.BDES,BDES,baseline,35,0.00983961216634803
DS19,mc.BDES,BDES,baseline,36,0.00986763656076687
DS19,mc.BDES,BDES,baseline,37,0.009779237316969822
DS19,mc.BDES,BDES,baseline,38,0.00991716549838047
DS19,mc.BDES,BDES,baseline,39,0.009842040857110495
DS19,mc.BDES,BDES,baseline,40,0.009640624540484916
DS19,mc.BDES,BDES,baseline,41,0.009619568781960377
DS19,mc.BDES,BDES,baseline,42,0.008641210152253971
DS19,mc.BDES,BDES,baseline,43,0.008715390408675316
DS19,mc.BDES,BDES,baseline,44,0.00853973640906693
DS19,mc.BDES,BDES,baseline,45,0.008619428478392442
DS19,mc.BDES,BDES,baseline,46,0.0085568776549429
DS19,mc.BDES,BDES,baseline,47,0.008523503688659501
DS19,mc.BDES,BDES,baseline,48,0.008270429631357573
DS19,mc.BDES,BDES,baseline,49,0.008308666751764766
DS19,mc.BDES,BDES,baseline,50,0.008305819084057291
DS19,mc.arima,arima,baseline,1,0.01412475198396725
DS19,mc.arima,arima,baseline,2,0.013935086557261686
DS19,mc.arima,arima,baseline,3,0.01398411215433602
DS19,mc.arima,arima,baseline,4,0.013970820455050824
DS19,mc.arima,arima,baseline,5,0.01396867093475663
DS19,mc.arima,arima,baseline,6,0.014014245971840323
DS19,mc.arima,arima,baseline,7,0.014112552293301385
DS19,mc.arima,arima,baseline,8,0.014179441238052619
DS19,mc.arima,arima,baseline,9,0.014326582535921015
DS19,mc.arima,arima,baseline,10,0.015096973939901172
DS19,mc.arima,arima,baseline,11,0.014503748719839992
DS19,mc.arima,arima,baseline,12,0.014759454044227575
DS19,mc.arima,arima,baseline,13,0.014480511522423698
DS19,mc.arima,arima,baseline,14,0.014460004043787411
DS19,mc.arima,arima,baseline,15,0.014507269636178596
DS19,mc.arima,arima,baseline,16,0.014477963250403562
DS19,mc.arima,arima,baseline,17,0.014525165123632666
DS19,mc.arima,arima,baseline,18,0.0145829111520046
DS19,mc.arima,arima,baseline,19,0.014407479795039993
DS19,mc.arima,arima,baseline,20,0.014438194847573598
DS19,mc.arima,arima,baseline,21,0.014341153166922468
DS19,mc.arima,arima,baseline,22,0.013984160975126244
DS19,mc.arima,arima,baseline,23,0.01359151550289143
DS19,mc.arima,arima,baseline,24,0.013582208287373363
DS19,mc.arima,arima,baseline,25,0.01211834611285245
DS19,mc.arima,arima,baseline,26,0.012083288615011135
DS19,mc.arima,arima,baseline,27,0.011331793804432104
DS19,mc.arima,arima,baseline,28,0.011116426505415963
DS19,mc.arima,arima,baseline,29,0.010988031950085091
DS19,mc.arima,arima,baseline,30,0.010688195964070156
DS19,mc.arima,arima,baseline,31,0.010869467789510277
DS19,mc.arima,arima,baseline,32,0.010471788780375682
DS19,mc.arima,arima,baseline,33,0.01067925009276164
DS19,mc.arima,arima,baseline,34,0.01036854544543855
DS19,mc.arima,arima,baseline,35,0.010265173920590322
DS19,mc.arima,arima,baseline,36,0.011907618968632256
DS19,mc.arima,arima,baseline,37,0.010597915922593461
DS19,mc.arima,arima,baseline,38,0.010249537374762413
DS19,mc.arima,arima,baseline,39,0.010177248314441383
DS19,mc.arima,arima,baseline,40,0.010057857350277696
DS19,mc.arima,arima,baseline,41,0.010050356805757107
DS19,mc.arima,arima,baseline,42,0.011025957898033192
DS19,mc.arima,arima,baseline,43,0.009251592516145869
DS19,mc.arima,arima,baseline,44,0.009015015668704506
DS19,mc.arima,arima,baseline,45,0.009067259081770446
DS19,mc.arima,arima,baseline,46,0.008966675159373107
DS19,mc.arima,arima,baseline,47,0.009131400752903375
DS19,mc.arima,arima,baseline,48,0.008781754656275379
DS19,mc.arima,arima,baseline,49,0.0089028951216465
DS19,mc.arima,arima,baseline,50,0.00872046771872282
DS19,mc.lm_OVERB,lm,OVERB,1,0.01812328241038421
DS19,mc.lm_OVERB,lm,OVERB,2,0.018475466248630206
DS19,mc.lm_OVERB,lm,OVERB,3,0.018328748131731444
DS19,mc.lm_OVERB,lm,OVERB,4,0.018099321138376926
DS19,mc.lm_OVERB,lm,OVERB,5,0.01859091980577858
DS19,mc.lm_OVERB,lm,OVERB,6,0.019461263488951212
DS19,mc.lm_OVERB,lm,OVERB,7,0.018613747457148017
DS19,mc.lm_OVERB,lm,OVERB,8,0.019211110167464265
DS19,mc.lm_OVERB,lm,OVERB,9,0.0193783318122659
DS19,mc.lm_OVERB,lm,OVERB,10,0.019341738045059967
DS19,mc.lm_OVERB,lm,OVERB,11,0.018483775327101905
DS19,mc.lm_OVERB,lm,OVERB,12,0.017869227119715267
DS19,mc.lm_OVERB,lm,OVERB,13,0.01862256467076922
DS19,mc.lm_OVERB,lm,OVERB,14,0.018604466385106582
DS19,mc.lm_OVERB,lm,OVERB,15,0.019136393687531235
DS19,mc.lm_OVERB,lm,OVERB,16,0.018560014037911198
DS19,mc.lm_OVERB,lm,OVERB,17,0.01867426031719424
DS19,mc.lm_OVERB,lm,OVERB,18,0.018950506884319554
DS19,mc.lm_OVERB,lm,OVERB,19,0.01829101952582468
DS19,mc.lm_OVERB,lm,OVERB,20,0.018651456937309473
DS19,mc.lm_OVERB,lm,OVERB,21,0.018494765311173812
DS19,mc.lm_OVERB,lm,OVERB,22,0.018311075538514576
DS19,mc.lm_OVERB,lm,OVERB,23,0.01962045355687152
DS19,mc.lm_OVERB,lm,OVERB,24,0.019486124448553674
DS19,mc.lm_OVERB,lm,OVERB,25,0.022249265849648227
DS19,mc.lm_OVERB,lm,OVERB,26,0.021024847631694
DS19,mc.lm_OVERB,lm,OVERB,27,0.016736613387154407
DS19,mc.lm_OVERB,lm,OVERB,28,0.016228582304583954
DS19,mc.lm_OVERB,lm,OVERB,29,0.016581040281234458
DS19,mc.lm_OVERB,lm,OVERB,30,0.015057894484811
DS19,mc.lm_OVERB,lm,OVERB,31,0.01586795026964982
DS19,mc.lm_OVERB,lm,OVERB,32,0.015136215702419374
DS19,mc.lm_OVERB,lm,OVERB,33,0.014697695527963753
DS19,mc.lm_OVERB,lm,OVERB,34,0.01393614981017724
DS19,mc.lm_OVERB,lm,OVERB,35,0.014805689429705263
DS19,mc.lm_OVERB,lm,OVERB,36,0.014745147803337322
DS19,mc.lm_OVERB,lm,OVERB,37,0.01548355039653525
DS19,mc.lm_OVERB,lm,OVERB,38,0.01606879790771216
DS19,mc.lm_OVERB,lm,OVERB,39,0.016211040760328404
DS19,mc.lm_OVERB,lm,OVERB,40,0.015618817106259482
DS19,mc.lm_OVERB,lm,OVERB,41,0.016088370618718578
DS19,mc.lm_OVERB,lm,OVERB,42,0.01525560216552432
DS19,mc.lm_OVERB,lm,OVERB,43,0.015035510806947126
DS19,mc.lm_OVERB,lm,OVERB,44,0.014949813782286844
DS19,mc.lm_OVERB,lm,OVERB,45,0.014601298705195413
